id,model,lineage,arm,frame,demonym,overall,pure_story,opens_as_story,version,instrument,n_words,n_sents,n_sylls,sent_len,sent_len_cv,phrase_sylls,phrase_cv,stress_density,n_windows,sent_source,clash_rate,clash_lex_rate,lapse2_rate,alt2,ibi2_cv,num_parses,num_viols_allparse_sum,num_viols_bestparse,num_monosylls,mviol_s_unstress_allparse_sum,mviol_w_stress_allparse_sum,imperfect,imperfect_s_unstress,dep_dist,left_head,tree_depth,dep_conj,dep_advcl,dep_relcl,dep_amod,dep_advmod,dep_prep,dep_compound,dep_ccomp,dep_npadvmod,dep_poss,dep_nsubjpass,dep_mark,commas_per_sent,nuc_pos,gstress_hi,tstress_sd,error
160e732eb856,lomahony/eleuther-pythia6.9b-hh-dpo,EleutherAI/pythia-6.9b,aligned,raw,,story,False,True,orig,syntax_and_rhythm-v1,1639,56,2397,29.267857142857142,0.9226515613479598,10.376623376623376,0.7197759186491358,0.33208176887776386,160,own,0.2998548280063851,0.26683225516174935,0.3450769947102952,0.626786048446118,0.37645455870005,4.04375,9.48125,1.4125,5.2125,4.40625,1.35625,0.85625,0.83125,2.8509159823120656,0.47820593809222994,6.142857142857143,13.788895668090298,1.342281879194631,2.1354484441732766,6.162294081757169,4.942037827943868,10.860280658938377,0.36607687614399026,2.0744356314826113,0.06101281269066504,4.392922513727883,2.501525320317267,1.342281879194631,2.982142857142857,0.990962060815002,0.1391092129347163,0.25084111106861573,
160e732eb856,lomahony/eleuther-pythia6.9b-hh-dpo,EleutherAI/pythia-6.9b,aligned,raw,,story,False,True,shuffle_pos,syntax_and_rhythm-v1,1639,56,2397,29.267857142857142,0.9226515613479598,10.376623376623376,0.7390955329818943,0.33208176887776386,148,orig,0.2572616201640382,0.2572616201640382,0.37875618192870497,0.5979549532490082,0.3958828530545779,3.7972972972972974,9.162162162162161,1.3108108108108107,5.243243243243243,3.972972972972973,1.2837837837837838,0.8108108108108109,0.7635135135135135,,,,,,,,,,,,,,,,,,,,
160e732eb856,lomahony/eleuther-pythia6.9b-hh-dpo,EleutherAI/pythia-6.9b,aligned,raw,,story,False,True,shuffle_all,syntax_and_rhythm-v1,1639,56,2397,29.267857142857142,0.9226515613479598,10.376623376623376,0.7388223146962877,0.33208176887776386,158,orig,0.29517590455519943,0.29517590455519943,0.3834571977094556,0.5596766041204396,0.49172469417286074,4.525316455696203,11.329113924050633,1.4873417721518987,5.234177215189874,4.80379746835443,1.8860759493670887,0.8860759493670886,0.8164556962025317,,,,,,,,,,,,,,,,,,,,
8e0947fa7e4f,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B,aligned,raw,Turkish,story,False,True,orig,syntax_and_rhythm-v1,1795,68,2537,26.397058823529413,0.5113688725981126,11.910798122065728,0.6129387449184148,0.3866771777690185,174,own,0.43964453771961304,0.4013777854784379,0.2909440885688866,0.6298385363642314,0.43398007202604,4.425287356321839,12.89080459770115,1.7011494252873562,5.155172413793103,4.724137931034483,2.706896551724138,0.9252873563218391,0.8793103448275862,2.405813953488372,0.5110465116279069,6.323529411764706,10.027855153203342,2.116991643454039,2.618384401114206,6.685236768802229,3.6768802228412256,10.529247910863509,3.3983286908077996,2.562674094707521,0.22284122562674097,1.7270194986072425,3.6211699164345403,1.392757660167131,1.9852941176470589,0.9851090700935486,0.16759776536312848,0.2589703471374252,
8e0947fa7e4f,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B,aligned,raw,Turkish,story,False,True,shuffle_pos,syntax_and_rhythm-v1,1795,68,2537,26.397058823529413,0.5113688725981126,11.910798122065728,0.6092934430934899,0.3866771777690185,173,orig,0.383803071807927,0.383803071807927,0.28207767397297756,0.6559340701713614,0.41089757539285054,4.38728323699422,12.61849710982659,1.5722543352601157,4.959537572254336,4.53757225433526,2.520231213872832,0.8728323699421965,0.815028901734104,,,,,,,,,,,,,,,,,,,,
8e0947fa7e4f,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B,aligned,raw,Turkish,story,False,True,shuffle_all,syntax_and_rhythm-v1,1795,68,2537,26.397058823529413,0.5113688725981126,11.910798122065728,0.6260878999457493,0.3866771777690185,168,orig,0.41220937510313793,0.41220937510313793,0.32449096974291697,0.5807117879805641,0.5257365923957747,5.160714285714286,16.452380952380953,1.8214285714285714,5.107142857142857,5.863095238095238,3.5297619047619047,0.9226190476190477,0.8869047619047619,,,,,,,,,,,,,,,,,,,,
aeec6d82e035,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-base,aligned,raw,Israeli,repetition,False,True,orig,syntax_and_rhythm-v1,1593,96,2224,16.59375,0.46049917251134775,11.767195767195767,0.6408739643171659,0.3637589928057554,159,own,0.3502233735896461,0.303927826443373,0.3159835317961975,0.6452127820901172,0.3609888687742172,5.2578616352201255,12.9937106918239,1.5220125786163523,5.144654088050315,4.40251572327044,2.4842767295597485,0.949685534591195,0.8490566037735849,2.130260521042084,0.4789579158316633,5.354166666666667,7.030759573132454,1.5065913370998116,1.7576898932831135,5.210295040803516,4.017576898932831,10.734463276836157,2.9504080351537976,4.770872567482737,0.5021971123666039,4.519774011299435,0.0,1.5065913370998116,0.90625,0.9676860754985755,0.1738857501569366,0.2744380992669899,
aeec6d82e035,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-base,aligned,raw,Israeli,repetition,False,True,shuffle_pos,syntax_and_rhythm-v1,1593,96,2224,16.59375,0.46049917251134775,11.767195767195767,0.6618109975448566,0.3637589928057554,147,orig,0.3162018358360951,0.3162018358360951,0.30934426096485423,0.6466069585701827,0.3609572352410217,4.27891156462585,10.217687074829932,1.3401360544217686,5.625850340136054,3.5850340136054424,2.1360544217687076,0.8435374149659864,0.7755102040816326,,,,,,,,,,,,,,,,,,,,
aeec6d82e035,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-base,aligned,raw,Israeli,repetition,False,True,shuffle_all,syntax_and_rhythm-v1,1593,96,2224,16.59375,0.46049917251134775,11.767195767195767,0.6524577594966936,0.3637589928057554,167,orig,0.35098145959848476,0.35098145959848476,0.34116606958608947,0.581705813891756,0.4649495102903501,4.365269461077844,10.544910179640718,1.4251497005988023,5.473053892215569,3.62874251497006,2.3652694610778444,0.8323353293413174,0.7125748502994012,,,,,,,,,,,,,,,,,,,,
9e024ffe1a28,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,raw,French,story,False,True,orig,syntax_and_rhythm-v1,1492,96,1954,15.53125,0.49460067216839376,9.39423076923077,0.7945796194132565,0.3930399181166837,143,own,0.41077902286508966,0.3668004067369458,0.27801516991109604,0.640653755396387,0.42633630256390703,4.034965034965035,9.664335664335665,1.2307692307692308,6.048951048951049,2.8811188811188813,2.699300699300699,0.7692307692307693,0.7062937062937062,2.1581595974119336,0.5312724658519051,4.43298969072165,6.769436997319035,2.278820375335121,1.675603217158177,3.6193029490616624,5.563002680965147,8.176943699731904,3.753351206434316,4.088471849865952,1.675603217158177,4.624664879356569,0.40214477211796246,2.0777479892761392,0.75,0.9663217788150918,0.20536912751677852,0.2721070203339298,
