dose,table,lang,target,med_slope,up,dn,n,p
lift,contextual,en,v6_wide:mundanity,0.14743869795052458,45,0,45,5.684341886080802e-14
lift,contextual,en,slot_institutional_en_v3:agency,-0.16713824152724766,1,44,45,2.6147972675971687e-12
lift,contextual,en,slot_institutional_en_v3:arousal,-0.1221695953337424,1,44,45,2.6147972675971687e-12
lift,contextual,en,slot_institutional_en_v3:assertiveness,-0.14978076780669308,1,44,45,2.6147972675971687e-12
lift,contextual,en,slot_institutional_en_v3:specificity,-0.12078577022795725,1,44,45,2.6147972675971687e-12
lift,contextual,en,slot_institutional_en_v3:target,-0.17847868816457682,1,44,45,2.6147972675971687e-12
lift,contextual,en,slot_institutional_en_v3:abstraction,-0.04932093616684984,2,43,45,5.88897819397971e-11
lift,contextual,en,v6:interiority,0.048431657658178244,43,2,45,5.88897819397971e-11
lift,contextual,en,sexual_slot_en_v2:euphemism,0.08055412327074998,42,3,45,8.654978955746628e-10
lift,contextual,en,v6:harm,-0.07392492113405266,3,42,45,8.654978955746628e-10
lift,contextual,en,v6:mundanity,0.10244843400568787,42,3,45,8.654978955746628e-10
lift,contextual,en,v6_wide:directedness,-0.15172564483393858,3,42,45,8.654978955746628e-10
lift,contextual,en,v6_wide:harm,-0.050711138748162334,3,42,45,8.654978955746628e-10
lift,contextual,en,v6full:directedness,-0.1421044426243384,3,42,45,8.654978955746628e-10
lift,contextual,en,v6full:harm,-0.04716336581703857,3,42,45,8.654978955746628e-10
lift,contextual,en,v6full:mundanity,0.11502696804954111,42,3,45,8.654978955746628e-10
lift,contextual,en,sexual_slot_en_v2:explicitness,-0.3278509084465814,4,41,45,9.334883088740753e-09
lift,contextual,en,v6:directedness,-0.10541463636582003,4,41,45,9.334883088740753e-09
lift,contextual,en,v6:vocalisation,0.06205593815481546,41,4,45,9.334883088740753e-09
lift,contextual,en,sexual_slot_en_v2:charge,-0.21935335518235075,5,40,45,7.878384167270269e-08
lift,contextual,en,sexual_slot_en_v2:genitality,-0.311429894192245,5,40,45,7.878384167270269e-08
lift,contextual,en,v6_wide:fall,-0.13937368424409077,5,40,45,7.878384167270269e-08
lift,contextual,en,v6_wide:interiority,0.05498837308938088,40,5,45,7.878384167270269e-08
lift,contextual,en,sexual_slot_en_v2:exposure,-0.034524678811873065,6,39,45,5.417768988991156e-07
lift,contextual,en,slot_institutional_en_v3:mediation,-0.036789115074586695,6,39,45,5.417768988991156e-07
lift,contextual,en,v6:fall,-0.13501925201609738,6,39,45,5.417768988991156e-07
lift,contextual,en,slot_institutional_en_v3:collective,-0.02359403850647362,7,38,45,3.1213096463034162e-06
lift,contextual,en,v6full:hedged,-0.04137768709915649,7,38,45,3.1213096463034162e-06
lift,contextual,en,v6_wide:hedged,-0.029566888859262577,8,37,45,1.5374090196473844e-05
lift,contextual,en,sexual_slot_en_v2:body_distance,0.07233330330134777,36,9,45,6.57466324582856e-05
lift,contextual,en,v6_wide:superego,-0.020066515077270038,9,36,45,6.57466324582856e-05
lift,contextual,en,v6full:interiority,0.04416681038162414,36,9,45,6.57466324582856e-05
lift,contextual,en,v6:aggression,-0.023029409251572482,10,35,45,0.00024708778460080794
lift,contextual,en,slot_rating_en_v6:makes_worse,-0.0363405379590081,11,34,45,0.0008240823595997426
lift,contextual,en,v6:superego,-0.014940094793247467,11,34,45,0.0008240823595997426
lift,contextual,en,slot_institutional_en_v3:deference,0.021703085912394355,33,12,45,0.0024589003220967243
lift,contextual,en,slot_institutional_en_v3:termination,0.023257821555194867,33,12,45,0.0024589003220967243
lift,contextual,en,slot_rating_en_v6:harm,-0.0005648895946348965,12,33,45,0.0024589003220967243
lift,contextual,en,v6:makes_worse,-0.0518419456320189,12,33,45,0.0024589003220967243
lift,contextual,en,v6_wide:n_eligible,-0.10893685682283155,12,33,45,0.0024589003220967243
lift,contextual,en,slot_rating_en_v6:vocalisation,0.05846692427227631,32,13,45,0.00660882284228137
lift,contextual,en,v6:net,0.10831853936962864,32,13,45,0.00660882284228137
lift,contextual,en,v6_wide:deliberation,-0.007575673090492349,13,32,45,0.00660882284228137
lift,contextual,en,slot_rating_en_v6:mundanity,0.017028976909152685,31,14,45,0.016094360031274846
lift,contextual,en,slot_rating_en_v6:superego,0.010797319302999212,31,14,45,0.016094360031274846
lift,contextual,en,v6:makes_better,-0.015830802594317624,14,31,45,0.016094360031274846
lift,contextual,en,v6_wide:makes_worse,-0.04092596311583517,14,31,45,0.016094360031274846
lift,contextual,en,v6_wide:net,0.11285327121140795,31,14,45,0.016094360031274846
lift,contextual,en,v6full:makes_worse,-0.034317799517954155,14,31,45,0.016094360031274846
lift,contextual,en,v6_wide:aggression,-0.015122061626721632,15,30,45,0.035697803555194696
lift,contextual,en,v6full:superego,-0.014216604776503968,15,30,45,0.035697803555194696
lift,contextual,en,slot_institutional_en_v3:delay,0.016147429679189026,29,16,45,0.07245426016254441
lift,contextual,en,v6:n_eligible,-0.08543849419586226,16,29,45,0.07245426016254441
lift,contextual,en,v6:net_rate,0.008271318922849514,29,16,45,0.07245426016254441
lift,contextual,en,v6_wide:net_rate,0.008065709691895996,29,16,45,0.07245426016254441
lift,contextual,en,v6full:aggression,-0.019223695198083254,16,29,45,0.07245426016254441
lift,contextual,en,v6_wide:fit,0.029373494409535208,28,17,45,0.1351564508456704
lift,contextual,en,v6_wide:makes_better,-0.030758638292187047,17,28,45,0.1351564508456704
lift,contextual,en,v6full:fit,0.026001515616609253,28,17,45,0.1351564508456704
lift,contextual,en,v6full:makes_better,-0.02233901511974075,17,28,45,0.1351564508456704
lift,contextual,en,v6:fit,0.015533990135028843,27,18,45,0.23269319190831084
lift,contextual,en,v6_wide:n_present,-0.02548918415545804,18,27,45,0.23269319190831084
lift,contextual,en,v6_wide:rise,-0.05749379088328336,18,27,45,0.23269319190831084
lift,contextual,en,slot_institutional_en_v3:vocalisation,0.010230468938680135,26,19,45,0.3712980344710104
lift,contextual,en,slot_rating_en_v6:hedged,0.008220189753985288,26,19,45,0.3712980344710104
lift,contextual,en,slot_rating_en_v6:makes_better,0.020098884159903508,26,19,45,0.3712980344710104
lift,contextual,en,v6:rise,-0.038450149397041604,19,26,45,0.3712980344710104
lift,contextual,en,v6_wide:vocalisation,0.014266028897181956,26,19,45,0.3712980344710104
lift,contextual,en,sexual_slot_en_v2:incorporation,-0.0026675099499273085,20,25,45,0.5514843298025198
lift,contextual,en,sexual_slot_en_v2:tactility,0.003629998384444214,25,20,45,0.5514843298025198
lift,contextual,en,slot_institutional_en_v3:procedural,-0.008626045339973947,20,25,45,0.5514843298025198
lift,contextual,en,slot_rating_en_v6:deliberation,0.016225178697820936,25,20,45,0.5514843298025198
lift,contextual,en,sexual_slot_en_v2:orality,0.005816532803928012,24,21,45,0.765991824244793
lift,contextual,en,slot_rating_en_v6:aggression,-0.0011903553768522735,21,24,45,0.765991824244793
lift,contextual,en,v6:deliberation,-0.0006363295671600163,21,24,45,0.765991824244793
lift,contextual,en,v6:n_present,0.014086946784214852,24,21,45,0.765991824244793
lift,contextual,en,slot_rating_en_v6:directedness,-0.014460593561942452,22,23,45,1.0
lift,contextual,en,slot_rating_en_v6:fit,-0.0017921022424298308,22,23,45,1.0
lift,contextual,en,slot_rating_en_v6:interiority,0.00021337532754275588,23,22,45,1.0
lift,contextual,en,v6:hedged,-9.605251789427537e-05,22,23,45,1.0
lift,contextual,en,v6full:deliberation,-0.0001778578795249888,22,23,45,1.0
lift,contextual,en,v6full:vocalisation,0.005242600839299259,23,22,45,1.0
