dose,table,lang,target,med_slope,up,dn,n,p
lift,fields,en,S6+,-0.010428092008068119,0,45,45,5.684341886080802e-14
lift,fields,en,A9+,0.01855017224209099,43,2,45,5.88897819397971e-11
lift,fields,en,A7+,-0.0033386470608460558,3,42,45,8.654978955746628e-10
lift,fields,en,E6-,0.010741271870889538,42,3,45,8.654978955746628e-10
lift,fields,en,N3.3,-0.000806405600054324,3,42,45,8.654978955746628e-10
lift,fields,en,Z8mfn,-0.01857718501017733,3,42,45,8.654978955746628e-10
lift,fields,en,A15+,-0.002434471500852902,4,41,45,9.334883088740753e-09
lift,fields,en,S8+,-0.0009378140286860574,4,41,45,9.334883088740753e-09
lift,fields,en,T1,0.0004750480051170172,41,4,45,9.334883088740753e-09
lift,fields,en,X9.2-,0.002055752213666044,41,4,45,9.334883088740753e-09
lift,fields,en,A13,-0.001086775329979074,5,40,45,7.878384167270269e-08
lift,fields,en,A13.3,-0.006245049083998064,5,40,45,7.878384167270269e-08
lift,fields,en,A5.3+,-0.0002676803917340651,5,40,45,7.878384167270269e-08
lift,fields,en,G2.2-,-0.002112578366063437,5,40,45,7.878384167270269e-08
lift,fields,en,G3,-0.003822933670818636,5,40,45,7.878384167270269e-08
lift,fields,en,N5+,0.0006705244695793941,40,5,45,7.878384167270269e-08
lift,fields,en,X5.1+,-0.000978401132923559,5,40,45,7.878384167270269e-08
lift,fields,en,N6+,-0.000616940459524803,6,39,45,5.417768988991156e-07
lift,fields,en,S7.1-,-0.0005032097748162064,6,39,45,5.417768988991156e-07
lift,fields,en,X2.4,-0.0031328129964076795,6,39,45,5.417768988991156e-07
lift,fields,en,X5.1-,0.0007963916624234361,39,6,45,5.417768988991156e-07
lift,fields,en,A5.3,-0.0012449932546669802,7,38,45,3.1213096463034162e-06
lift,fields,en,A7-,0.0016464200182794726,38,7,45,3.1213096463034162e-06
lift,fields,en,I3.1-,-0.006431284480186182,7,38,45,3.1213096463034162e-06
lift,fields,en,O1.2,-0.0005954614746823761,7,38,45,3.1213096463034162e-06
lift,fields,en,Q4.3,-0.001176246829622794,7,38,45,3.1213096463034162e-06
lift,fields,en,S7.3,-0.002031207473723061,7,38,45,3.1213096463034162e-06
lift,fields,en,X2.6-,0.0005479327259066555,38,7,45,3.1213096463034162e-06
lift,fields,en,X9.2+,-0.001710959762987454,7,38,45,3.1213096463034162e-06
lift,fields,en,Z6,0.003959803620910412,38,7,45,3.1213096463034162e-06
lift,fields,en,A1.7+,-0.0005248883541954891,8,37,45,1.5374090196473844e-05
lift,fields,en,C1,0.0010662987432467584,37,8,45,1.5374090196473844e-05
lift,fields,en,N3.2+,-0.002537040419781775,8,37,45,1.5374090196473844e-05
lift,fields,en,O4.2-,0.0041870939184136076,37,8,45,1.5374090196473844e-05
lift,fields,en,Q3,0.0005273832177294672,37,8,45,1.5374090196473844e-05
lift,fields,en,S1.1.1,-0.0009868116038702552,8,37,45,1.5374090196473844e-05
