dose,table,lang,target,med_slope,up,dn,n,p
lift,levels,en,warriner_arousal_absz,-0.02230110247668972,6,44,50,3.243740565039843e-08
lift,levels,en,warriner_valence_extremity_absz,-0.02163498159382667,6,44,50,3.243740565039843e-08
lift,levels,en,k_transgressiveness,-0.03503068935077487,7,43,50,2.098677427397888e-07
lift,levels,en,k_transgressiveness_absz,-0.03754970628655039,7,43,50,2.098677427397888e-07
lift,levels,en,k_transgressiveness_z,-0.04181742342774108,7,43,50,2.098677427397888e-07
lift,levels,en,k_vulgarity,-0.007169128398480212,8,42,50,1.163555804595262e-06
lift,levels,en,k_vulgarity_z,-0.022736025551839914,8,42,50,1.163555804595262e-06
lift,levels,en,warriner_dominance,0.02563088800271573,42,8,50,1.163555804595262e-06
lift,levels,en,warriner_dominance_z,0.027516102400084,42,8,50,1.163555804595262e-06
lift,levels,en,k_vulgarity_absz,-0.022179009116502925,9,41,50,5.614100093254137e-06
lift,levels,en,k_bodily_harm,-0.04933478788190455,10,40,50,2.3861331676755526e-05
lift,levels,en,k_bodily_harm_absz,-0.05194956142092827,10,40,50,2.3861331676755526e-05
lift,levels,en,k_bodily_harm_z,-0.05707509572975415,10,40,50,2.3861331676755526e-05
lift,levels,en,k_valence_absz,-0.021319156249967247,10,40,50,2.3861331676755526e-05
lift,levels,en,k_charge,-0.03312138241807275,11,39,50,9.021490107130603e-05
lift,levels,en,k_charge_z,-0.028761276399560533,11,39,50,9.021490107130603e-05
lift,levels,en,k_valence,0.014787624064262346,39,11,50,9.021490107130603e-05
lift,levels,en,k_valence_z,0.01499451211650693,39,11,50,9.021490107130603e-05
lift,levels,en,warriner_valence,0.032062658041695405,39,11,50,9.021490107130603e-05
lift,levels,en,warriner_valence_absz,-0.016341099691625775,11,39,50,9.021490107130603e-05
lift,levels,en,warriner_valence_extremity,-0.01547323923487761,11,39,50,9.021490107130603e-05
lift,levels,en,warriner_valence_extremity_z,-0.020315097762532985,11,39,50,9.021490107130603e-05
lift,levels,en,warriner_valence_z,0.02530427761827794,39,11,50,9.021490107130603e-05
lift,levels,en,k_concreteness,-0.02734130965087981,12,38,50,0.00030586400160359517
lift,levels,en,k_concreteness_z,-0.013415972366941208,12,38,50,0.00030586400160359517
lift,levels,en,warriner_arousal,-0.03114925311993389,12,38,50,0.00030586400160359517
lift,levels,en,warriner_arousal_z,-0.034320444353855846,12,38,50,0.00030586400160359517
lift,levels,en,warriner_dominance_absz,-0.010413956817457987,12,38,50,0.00030586400160359517
lift,levels,en,k_charge_absz,-0.009442299072357625,14,36,50,0.0026021714567221466
lift,levels,en,k_register_level,0.0026678253199744323,34,16,50,0.015346677832630107
lift,levels,en,k_register_level_absz,-0.004350103927393371,16,34,50,0.015346677832630107
lift,levels,en,k_register_level_z,0.0029921612467780417,34,16,50,0.015346677832630107
lift,levels,en,k_concreteness_absz,-0.0023266553749142064,18,32,50,0.06490864707227217
lift,levels,en,brysbaert_concreteness,-0.006119115174530567,19,31,50,0.11892045255943628
lift,levels,en,brysbaert_concreteness_z,-0.006059504125176834,19,31,50,0.11892045255943628
lift,levels,en,brooke_formality,-0.0025068081809722074,21,29,50,0.3222363203575469
lift,levels,en,brooke_formality_absz,-0.001027619968549796,21,29,50,0.3222363203575469
lift,levels,en,brooke_formality_z,-0.002709726123679413,21,29,50,0.3222363203575469
lift,levels,en,brysbaert_concreteness_absz,-0.00018124639469735125,25,25,50,1.0
