dose,table,lang,target,med_slope,up,dn,n,p
lift,levels,en,k_transgressiveness,-0.06455421241942161,3,42,45,8.654978955746628e-10
lift,levels,en,k_transgressiveness_z,-0.07684597871975361,3,42,45,8.654978955746628e-10
lift,levels,en,k_vulgarity,-0.03266599793849556,3,42,45,8.654978955746628e-10
lift,levels,en,k_vulgarity_absz,-0.0806205755830903,3,42,45,8.654978955746628e-10
lift,levels,en,k_vulgarity_z,-0.08290877566032051,3,42,45,8.654978955746628e-10
lift,levels,en,k_charge,-0.04908518102903174,4,41,45,9.334883088740753e-09
lift,levels,en,k_charge_z,-0.04388018006382286,4,41,45,9.334883088740753e-09
lift,levels,en,k_transgressiveness_absz,-0.05188900851099073,4,41,45,9.334883088740753e-09
lift,levels,en,k_bodily_harm,-0.05769793354976492,5,40,45,7.878384167270269e-08
lift,levels,en,k_bodily_harm_absz,-0.06370007875411074,5,40,45,7.878384167270269e-08
lift,levels,en,k_bodily_harm_z,-0.07407263125312324,5,40,45,7.878384167270269e-08
lift,levels,en,k_concreteness,-0.06147678210930188,5,40,45,7.878384167270269e-08
lift,levels,en,k_concreteness_z,-0.031186147542895212,5,40,45,7.878384167270269e-08
lift,levels,en,k_register_level,0.020456753612735797,40,5,45,7.878384167270269e-08
lift,levels,en,k_register_level_z,0.023440156599273836,40,5,45,7.878384167270269e-08
lift,levels,en,k_register_level_absz,-0.027866272920495507,6,39,45,5.417768988991156e-07
lift,levels,en,warriner_arousal_absz,-0.03661309308199358,6,39,45,5.417768988991156e-07
lift,levels,en,brysbaert_concreteness,-0.027914261391211236,8,37,45,1.5374090196473844e-05
lift,levels,en,brysbaert_concreteness_z,-0.027786216350505287,8,37,45,1.5374090196473844e-05
lift,levels,en,warriner_valence_extremity,0.018344030288430728,37,8,45,1.5374090196473844e-05
lift,levels,en,warriner_valence_extremity_z,0.023553333969198467,37,8,45,1.5374090196473844e-05
lift,levels,en,warriner_valence_absz,0.015375789133489623,36,9,45,6.57466324582856e-05
lift,levels,en,warriner_arousal,-0.033966740723692594,10,35,45,0.00024708778460080794
lift,levels,en,warriner_arousal_z,-0.03672606167998648,10,35,45,0.00024708778460080794
lift,levels,en,warriner_valence_extremity_absz,-0.01411217005520827,10,35,45,0.00024708778460080794
lift,levels,en,brooke_formality,0.013967677296885493,31,14,45,0.016094360031274846
lift,levels,en,brooke_formality_absz,0.006933625067615627,31,14,45,0.016094360031274846
lift,levels,en,brooke_formality_z,0.01559394644239229,31,14,45,0.016094360031274846
lift,levels,en,k_charge_absz,-0.005647769822291346,14,31,45,0.016094360031274846
lift,levels,en,warriner_dominance,0.015789805967710752,29,16,45,0.07245426016254441
lift,levels,en,warriner_dominance_z,0.016300378803594234,29,16,45,0.07245426016254441
lift,levels,en,k_concreteness_absz,-0.005213205225618083,17,28,45,0.1351564508456704
lift,levels,en,k_valence_absz,-0.008035688689949952,18,27,45,0.23269319190831084
lift,levels,en,warriner_valence,0.013665070651738479,27,18,45,0.23269319190831084
lift,levels,en,warriner_valence_z,0.010266352587334205,27,18,45,0.23269319190831084
lift,levels,en,brysbaert_concreteness_absz,0.0036988092322317763,25,20,45,0.5514843298025198
lift,levels,en,warriner_dominance_absz,-0.0019207483669550756,20,25,45,0.5514843298025198
lift,levels,en,warriner_valence_sd,-0.04682496417890642,1,3,4,0.625
lift,levels,en,warriner_valence_sd_z,-0.05194284632834298,1,3,4,0.625
lift,levels,en,k_valence,0.00023678259507444675,23,22,45,1.0
lift,levels,en,k_valence_z,0.00024043273721553195,23,22,45,1.0
lift,levels,en,warriner_valence_sd_absz,-0.0011495066675101188,2,2,4,1.0
