dose,table,lang,target,med_slope,up,dn,n,p
lift,contextual,en,slot_institutional_en_v3:specificity,-0.036774147202004295,4,41,45,9.334883088740753e-09
lift,contextual,en,v6:vocalisation,0.03931312080443567,41,4,45,9.334883088740753e-09
lift,contextual,en,v6full:directedness,-0.05251448619275741,5,40,45,7.878384167270269e-08
lift,contextual,en,slot_institutional_en_v3:collective,-0.0033387017566202212,6,39,45,5.417768988991156e-07
lift,contextual,en,v6_wide:directedness,-0.05127670332507978,6,39,45,5.417768988991156e-07
lift,contextual,en,slot_institutional_en_v3:agency,-0.027559029744915597,7,38,45,3.1213096463034162e-06
lift,contextual,en,v6:harm,-0.04408862890106315,7,38,45,3.1213096463034162e-06
lift,contextual,en,v6_wide:mundanity,0.04124583323167908,38,7,45,3.1213096463034162e-06
lift,contextual,en,sexual_slot_en_v2:euphemism,0.02570376611320393,37,8,45,1.5374090196473844e-05
lift,contextual,en,v6_wide:hedged,-0.012412812083490002,8,37,45,1.5374090196473844e-05
lift,contextual,en,v6full:harm,-0.02142026173415637,8,37,45,1.5374090196473844e-05
lift,contextual,en,slot_institutional_en_v3:vocalisation,0.02201016472693024,36,9,45,6.57466324582856e-05
lift,contextual,en,v6_wide:fall,-0.038235448504205724,9,36,45,6.57466324582856e-05
lift,contextual,en,v6_wide:harm,-0.019139999815067598,9,36,45,6.57466324582856e-05
lift,contextual,en,v6_wide:superego,-0.019906283568822503,9,36,45,6.57466324582856e-05
lift,contextual,en,slot_institutional_en_v3:abstraction,-0.015512344822180923,10,35,45,0.00024708778460080794
lift,contextual,en,slot_institutional_en_v3:assertiveness,-0.024881939550699332,10,35,45,0.00024708778460080794
lift,contextual,en,v6:directedness,-0.025155329627285755,10,35,45,0.00024708778460080794
lift,contextual,en,v6:fall,-0.04336949274187879,10,35,45,0.00024708778460080794
lift,contextual,en,v6_wide:deliberation,-0.010036569770970146,10,35,45,0.00024708778460080794
lift,contextual,en,v6full:deliberation,-0.006399434454839032,10,35,45,0.00024708778460080794
lift,contextual,en,slot_institutional_en_v3:target,-0.023336941987934623,11,34,45,0.0008240823595997426
lift,contextual,en,v6:superego,-0.007352614279075275,11,34,45,0.0008240823595997426
lift,contextual,en,v6_wide:interiority,0.019126086174107743,34,11,45,0.0008240823595997426
lift,contextual,en,v6full:mundanity,0.02184978309686511,34,11,45,0.0008240823595997426
lift,contextual,en,sexual_slot_en_v2:explicitness,-0.03578682419843524,12,33,45,0.0024589003220967243
lift,contextual,en,slot_rating_en_v6:harm,-0.0004434064051249888,12,33,45,0.0024589003220967243
lift,contextual,en,v6full:superego,-0.014474769307893548,12,33,45,0.0024589003220967243
lift,contextual,en,sexual_slot_en_v2:charge,-0.02694096050221879,13,32,45,0.00660882284228137
lift,contextual,en,slot_institutional_en_v3:arousal,-0.019843290025068027,13,32,45,0.00660882284228137
lift,contextual,en,slot_institutional_en_v3:mediation,-0.004847700839652852,13,32,45,0.00660882284228137
lift,contextual,en,v6:fit,-0.008692789228774695,13,32,45,0.00660882284228137
lift,contextual,en,v6_wide:makes_better,-0.027653712197070298,13,32,45,0.00660882284228137
lift,contextual,en,v6full:aggression,-0.010585053739708786,13,32,45,0.00660882284228137
lift,contextual,en,v6full:makes_better,-0.025344791923634896,13,32,45,0.00660882284228137
lift,contextual,en,sexual_slot_en_v2:genitality,-0.022677032611202214,14,31,45,0.016094360031274846
lift,contextual,en,v6:mundanity,0.01618545814549026,31,14,45,0.016094360031274846
lift,contextual,en,v6full:hedged,-0.016836942196505437,14,31,45,0.016094360031274846
lift,contextual,en,slot_rating_en_v6:makes_worse,-0.008178788631702795,15,30,45,0.035697803555194696
lift,contextual,en,v6:makes_worse,-0.017878480476809223,15,30,45,0.035697803555194696
lift,contextual,en,v6_wide:net,0.04446670432652308,30,15,45,0.035697803555194696
lift,contextual,en,v6full:makes_worse,-0.011450866252195654,15,30,45,0.035697803555194696
lift,contextual,en,sexual_slot_en_v2:exposure,-0.010332779857067091,16,29,45,0.07245426016254441
lift,contextual,en,slot_rating_en_v6:vocalisation,0.026238688976010817,29,16,45,0.07245426016254441
lift,contextual,en,v6:makes_better,-0.006781158232380706,16,29,45,0.07245426016254441
lift,contextual,en,v6full:fit,-0.013811535949792075,16,29,45,0.07245426016254441
lift,contextual,en,sexual_slot_en_v2:orality,-0.006389530543133884,17,28,45,0.1351564508456704
lift,contextual,en,slot_rating_en_v6:deliberation,0.013769659173054075,28,17,45,0.1351564508456704
lift,contextual,en,v6:net,0.049664808348157126,28,17,45,0.1351564508456704
lift,contextual,en,v6_wide:aggression,-0.007141379445947421,17,28,45,0.1351564508456704
lift,contextual,en,v6full:interiority,0.005367044958144949,28,17,45,0.1351564508456704
lift,contextual,en,sexual_slot_en_v2:incorporation,0.005680816424144865,27,18,45,0.23269319190831084
