dose,table,lang,target,med_slope,up,dn,n,p
lift,fields,en,L1-,-0.01964964014641648,5,45,50,4.209852022540872e-09
lift,fields,en,X3.2,-0.003911168825802562,5,45,50,4.209852022540872e-09
lift,fields,en,Q2.1,0.00515209295275555,44,6,50,3.243740565039843e-08
lift,fields,en,A2.1,0.0015592606473056507,42,8,50,1.163555804595262e-06
lift,fields,en,A9+,0.0036490839127024215,42,8,50,1.163555804595262e-06
lift,fields,en,X9.2+,-0.002389079930874847,6,34,40,8.364584573428147e-06
lift,fields,en,A4.1,0.001438834634511167,40,10,50,2.3861331676755526e-05
lift,fields,en,Z1f,-0.01145712193066395,6,30,36,6.960169412195683e-05
lift,fields,en,G3,-0.004463613673192597,11,39,50,9.021490107130603e-05
lift,fields,en,H1,0.0008827409864211253,39,11,50,9.021490107130603e-05
lift,fields,en,Z8m,0.0035112238508481024,39,11,50,9.021490107130603e-05
lift,fields,en,Z8mfn,-0.01254802594373446,11,39,50,9.021490107130603e-05
lift,fields,en,S7.3,-0.002695177197666441,7,31,38,0.00011616700794547796
lift,fields,en,B1,-0.003603435003095194,12,38,50,0.00030586400160359517
lift,fields,en,Q2.2,0.00268095495525109,38,12,50,0.00030586400160359517
lift,fields,en,Q4.3,-0.001324426141047887,12,38,50,0.00030586400160359517
lift,fields,en,A3+,0.004186524847173186,37,13,50,0.000936222910851825
lift,fields,en,O4.1,-0.002534085045639855,13,37,50,0.000936222910851825
lift,fields,en,Z4,-0.002494369045225122,13,37,50,0.000936222910851825
lift,fields,en,O1.1,-0.001847786255335764,13,36,49,0.001402688503695515
lift,fields,en,A5.1+,0.0018771186168914855,35,13,48,0.0020881073339964473
lift,fields,en,E1,-0.0015600628142753547,14,36,50,0.0026021714567221466
lift,fields,en,N5+,0.0015270837318860327,36,14,50,0.0026021714567221466
lift,fields,en,T2++,0.0029567647445793207,36,14,50,0.0026021714567221466
lift,fields,en,Z5,0.0018464119928759675,36,14,50,0.0026021714567221466
lift,fields,en,E4.1-,0.0016938952595819683,35,15,50,0.006600447966810918
lift,fields,en,I2.2,0.0007946083932578027,35,15,50,0.006600447966810918
lift,fields,en,O4.6+,-0.005428744385975438,15,35,50,0.006600447966810918
lift,fields,en,Q1.1,0.0009808337237266927,35,15,50,0.006600447966810918
lift,fields,en,X7+,0.0036130348487275364,35,15,50,0.006600447966810918
lift,fields,en,X3.2-,0.00511572556136855,33,15,48,0.013283281562245008
lift,fields,en,A13.3,-0.006379901972808506,16,34,50,0.015346677832630107
lift,fields,en,G2.1,-0.0037490268273899065,16,34,50,0.015346677832630107
lift,fields,en,M1,0.0013328676010984268,34,16,50,0.015346677832630107
lift,fields,en,O4.2+,0.0030511219856989716,34,16,50,0.015346677832630107
lift,fields,en,K4,0.0010307026525212524,31,14,45,0.016094360031274846
lift,fields,en,A6.1+,-0.0012937753955668623,16,33,49,0.021294114141387155
lift,fields,en,T1.1.2,0.0004735868747741114,33,16,49,0.021294114141387155
lift,fields,en,E5-,-0.0022692866086892376,15,31,46,0.02589608179323477
lift,fields,en,N5++,-0.0007055927560756636,16,32,48,0.0293049467205293
lift,fields,en,X3.3,-0.005456620140023533,4,14,18,0.0308837890625
lift,fields,en,E6-,0.006943634097035134,33,17,50,0.032839137564268484
lift,fields,en,M6,0.0004821220511781371,33,17,50,0.032839137564268484
lift,fields,en,O2,-0.0009118234765374349,17,33,50,0.032839137564268484
lift,fields,en,Z2,-0.0020714294565667224,17,33,50,0.032839137564268484
lift,fields,en,A2.2,0.0010237449644123486,30,15,45,0.035697803555194696
lift,fields,en,I3.2-,0.001485565262244845,8,1,9,0.0390625
lift,fields,en,E3+,0.0031111173374504704,32,17,49,0.04438416098714981
lift,fields,en,O1.2,-0.0018268490122021262,15,29,44,0.048766765904474596
lift,fields,en,Z1m,-0.0018478725861301656,16,30,46,0.054076031858869555
lift,fields,en,S8-,-0.0016179815600130749,17,31,48,0.05946337525377032
lift,fields,en,A10-,-0.0009556554903557831,18,32,50,0.06490864707227217
lift,fields,en,E3-,-0.0021331460985111452,18,32,50,0.06490864707227217
lift,fields,en,M8,0.0028402261263096927,32,18,50,0.06490864707227217
lift,fields,en,S1.1.3+,0.0008186984618990253,32,18,50,0.06490864707227217
lift,fields,en,S7.4+,0.0008770859365535958,32,18,50,0.06490864707227217
lift,fields,en,Y2,-0.0008009317708620546,18,32,50,0.06490864707227217
lift,fields,en,G2.1-,-0.002742278136787477,11,22,33,0.08014331245794892
lift,fields,en,X4.1,0.0013489143486690117,20,10,30,0.09873714670538902
lift,fields,en,X3.2++,-0.0010263008390523302,17,29,46,0.10380535550410741
lift,fields,en,X2.5+,-0.0012370166617882753,18,30,48,0.11140289106101875
lift,fields,en,I1.2,0.0025949109028432916,31,19,50,0.11892045255943628
lift,fields,en,M2,0.0006837284325435052,31,19,50,0.11892045255943628
lift,fields,en,S8+,-0.0005312242808284609,19,31,50,0.11892045255943628
lift,fields,en,T1.1.1,0.00041662736628366316,31,19,50,0.11892045255943628
lift,fields,en,X9.2-,0.004997119632930058,12,5,17,0.143463134765625
lift,fields,en,C1,0.0013663026249293613,29,18,47,0.14386508844054902
lift,fields,en,P1,0.002129800524939391,20,11,31,0.14961278438568115
lift,fields,en,N5.2+,0.0016062443371475876,13,6,19,0.1670684814453125
lift,fields,en,L2,0.0012650405660349657,17,9,26,0.16863754391670227
lift,fields,en,B5-,-0.010707868099096522,4,10,14,0.1795654296875
lift,fields,en,A13.2,-0.0011976697517432269,10,18,28,0.1849333420395851
lift,fields,en,N3.8-,-0.0006729371867065136,19,29,48,0.19341265286193732
lift,fields,en,S1.1.1,-0.0010605746985113248,19,29,48,0.19341265286193732
lift,fields,en,A2.1+,-0.0007182726140400256,20,30,50,0.20263875106454066
lift,fields,en,B2-,0.002116371650624574,30,20,50,0.20263875106454066
lift,fields,en,N3.8+,0.0005686006767984545,30,20,50,0.20263875106454066
lift,fields,en,S1.2,-0.0003384955028213231,20,30,50,0.20263875106454066
lift,fields,en,S7.1+,0.0013286483763189129,30,20,50,0.20263875106454066
lift,fields,en,Z3c,-0.0012332462647925016,20,30,50,0.20263875106454066
lift,fields,en,O4.3,-0.0012187874225426992,20,29,49,0.2528697301676033
lift,fields,en,S6+,-0.0014986842775132584,20,29,49,0.2528697301676033
lift,fields,en,S4,0.0038868441570354224,24,16,40,0.26818725105476915
lift,fields,en,W3,-0.000911636478649828,16,24,40,0.26818725105476915
lift,fields,en,H5,-0.0022428356595277955,8,14,22,0.28627872467041016
lift,fields,en,A4.2+,-0.0011435540718043057,20,28,48,0.31232680747326924
lift,fields,en,K2,0.0023844332557929207,28,20,48,0.31232680747326924
lift,fields,en,N5.1+,0.0007960229047694693,28,20,48,0.31232680747326924
lift,fields,en,Q3,-0.002146110359846167,20,28,48,0.31232680747326924
lift,fields,en,A7+,0.0013213200480206744,29,21,50,0.3222363203575469
lift,fields,en,A8,0.0004717659378544723,29,21,50,0.3222363203575469
lift,fields,en,K5.1,-0.0012015245621468458,21,29,50,0.3222363203575469
lift,fields,en,S2mf,0.0003194657327730407,29,21,50,0.3222363203575469
lift,fields,en,T2-,-0.0007187380197432871,21,29,50,0.3222363203575469
lift,fields,en,X2.1,-0.0003994557482372745,21,29,50,0.3222363203575469
lift,fields,en,Z8f,-0.0009774214414257098,21,29,50,0.3222363203575469
lift,fields,en,T1.1.3,-0.000877105394810437,17,24,41,0.34888887944907765
lift,fields,en,H4,0.002144122826406394,28,21,49,0.3916029105474905
lift,fields,en,X3.4+,-0.002145560812697783,15,21,36,0.40503224614076316
lift,fields,en,S1.2.4+,-0.003388161141541949,6,10,16,0.454498291015625
lift,fields,en,O4.2-,0.0010491695017000985,17,12,29,0.45825831964612007
lift,fields,en,A1.1.2,0.0011118436034987921,28,22,50,0.47988766169832786
lift,fields,en,A10+,-0.0008008379728885051,22,28,50,0.47988766169832786
lift,fields,en,A9-,-0.0002714711503230243,22,28,50,0.47988766169832786
lift,fields,en,E4.1+,0.00020705465869953312,28,22,50,0.47988766169832786
lift,fields,en,F1,-0.00044140675840642,22,28,50,0.47988766169832786
lift,fields,en,N5,-0.00016830855531428359,22,28,50,0.47988766169832786
lift,fields,en,O4.4,0.0015970514208330472,28,22,50,0.47988766169832786
lift,fields,en,O4.5,0.0005016178409409694,28,22,50,0.47988766169832786
lift,fields,en,X6+,0.000658427466987802,28,22,50,0.47988766169832786
lift,fields,en,X8+,0.00034729347598896464,28,22,50,0.47988766169832786
lift,fields,en,A5.3,0.001456321940057956,6,3,9,0.5078125
lift,fields,en,I1.1-,-0.0008274600495741551,19,24,43,0.542384011856484
lift,fields,en,Z8mf,-0.0007938181445409193,20,25,45,0.5514843298025198
lift,fields,en,T1,0.0003291210890182864,20,16,36,0.617719317029696
lift,fields,en,F4,0.0016864350291311892,3,1,4,0.625
lift,fields,en,X7-,-0.0020546927304268747,1,3,4,0.625
lift,fields,en,A1.7-,-0.0007750885987010031,19,23,42,0.6439689563703723
lift,fields,en,A1.1.1,-0.000154523534548112,23,27,50,0.6718110337653656
lift,fields,en,A14,0.00022324589398765737,27,23,50,0.6718110337653656
lift,fields,en,B5,-0.00042837870433453046,23,27,50,0.6718110337653656
lift,fields,en,I1.1,-0.00022658573648031856,23,27,50,0.6718110337653656
lift,fields,en,K1,-0.0006066267834523827,23,27,50,0.6718110337653656
lift,fields,en,M3,0.0009209131053646879,27,23,50,0.6718110337653656
lift,fields,en,S9,0.0005494065811460058,27,23,50,0.6718110337653656
lift,fields,en,T1.3,-0.0008545885508922594,23,27,50,0.6718110337653656
lift,fields,en,Z8,0.00018834802790511118,27,23,50,0.6718110337653656
lift,fields,en,A6.1-,-0.0007513583578640296,19,22,41,0.755228657504631
lift,fields,en,L1+,-0.000631450119973079,19,22,41,0.755228657504631
lift,fields,en,S1.1.2+,-0.0015384004257240015,19,22,41,0.755228657504631
lift,fields,en,I1.3,0.001495658878858054,7,5,12,0.7744140625
lift,fields,en,A1.7+,0.0006016705062053205,26,23,49,0.7754496546815659
lift,fields,en,I1,-0.0028359012363329745,8,10,18,0.8145294189453125
lift,fields,en,B4,0.00040447253546408677,25,23,48,0.8854334972865132
lift,fields,en,A1.5.1,0.0001626446995539042,26,24,50,0.887724827340783
lift,fields,en,E2+,-0.00037603037946243355,24,26,50,0.887724827340783
lift,fields,en,I3.1,-0.00016137436182202345,24,26,50,0.887724827340783
lift,fields,en,I3.1-,-0.0003005518018605722,24,26,50,0.887724827340783
lift,fields,en,N4,5.8091053056498346e-05,26,24,50,0.887724827340783
lift,fields,en,S3.2,-0.0005366867350934852,24,26,50,0.887724827340783
lift,fields,en,T2+,0.0001896756380915564,26,24,50,0.887724827340783
lift,fields,en,X2.2+,0.0005005612889388116,26,24,50,0.887724827340783
lift,fields,en,X3.4,-0.0003624195085463825,24,26,50,0.887724827340783
lift,fields,en,Z1mf,-0.00011180105138957114,24,26,50,0.887724827340783
lift,fields,en,A12-,0.00032509328511106457,8,7,15,1.0
lift,fields,en,A13,0.0002277244767071597,3,3,6,1.0
lift,fields,en,A13.4,0.001655621193483108,2,1,3,1.0
lift,fields,en,A13.5,-0.002771688974040493,1,2,3,1.0
lift,fields,en,A15+,-0.0008107850911878453,8,9,17,1.0
lift,fields,en,A5.3-,0.005688255482309935,3,2,5,1.0
lift,fields,en,A6.2+,-0.0015377451880307616,3,4,7,1.0
lift,fields,en,E2-,0.00019391820306868438,11,11,22,1.0
lift,fields,en,F2,-0.0003604149420607717,15,16,31,1.0
lift,fields,en,F3,-0.00017528481051029007,15,15,30,1.0
lift,fields,en,G2.2-,0.00018298562223151315,4,4,8,1.0
lift,fields,en,H2,0.002613896428821001,5,4,9,1.0
lift,fields,en,M4,-0.0001676779408453291,19,19,38,1.0
lift,fields,en,M7,5.698231086673275e-05,25,25,50,1.0
lift,fields,en,N3.3,-0.0003787702717400464,1,2,3,1.0
lift,fields,en,N6+,-0.00022561890878966122,1,2,3,1.0
lift,fields,en,Q1.2,6.157868560016522e-05,25,25,50,1.0
lift,fields,en,S1.1.3-,0.0009023117091501124,4,4,8,1.0
lift,fields,en,S3.1,-0.0006556467313372824,1,2,3,1.0
lift,fields,en,S5+,0.00011188371283603362,5,4,9,1.0
lift,fields,en,T4--,0.0009418741268783606,2,1,3,1.0
lift,fields,en,X2.4,0.00029763618702347423,25,25,50,1.0
lift,fields,en,X2.6+,-0.0031884938792944907,5,6,11,1.0
lift,fields,en,X3.2+,-0.004086023171487201,1,2,3,1.0
lift,fields,en,X9.1+,-0.00015118943127708092,11,12,23,1.0
lift,fields,en,Z3,0.00024356800022607466,24,23,47,1.0
lift,fields,en,Z6,-9.015406408868589e-06,25,25,50,1.0
