dose,table,lang,target,lineage,slope,n_prompts,match_framed
lift,fields,en,A1.1.1,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,-0.0020666866688345375,1477,0
lift,fields,en,A1.1.1,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,-0.00021952108314602788,909,0
lift,fields,en,A1.1.1,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,0.0006840221875112042,1524,0
lift,fields,en,A1.1.1,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,4.772804435308277e-06,1587,0
lift,fields,en,A1.1.1,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,0.00014609435876951956,1548,0
lift,fields,en,A1.1.1,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,-0.00138645188608477,1567,0
lift,fields,en,A1.1.1,HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,-0.00019006659325232272,1490,0
lift,fields,en,A1.1.1,LLM360/Amber>LLM360/AmberSafe,-0.004707617611218327,1228,0
lift,fields,en,A1.1.1,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,0.001150719326731132,1592,0
lift,fields,en,A1.1.1,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,0.0015140556975574554,1577,0
lift,fields,en,A1.1.1,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,-0.00011898047584390126,1419,0
lift,fields,en,A1.1.1,Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,-0.0009774491172113195,1238,0
lift,fields,en,A1.1.1,RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,-0.000917752523833881,1566,0
lift,fields,en,A1.1.1,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,-0.0008455170930590768,1602,0
lift,fields,en,A1.1.1,Zyphra/Zamba2-7B>Zyphra/Zamba2-7B-Instruct,-0.0004876935140862286,1488,0
lift,fields,en,A1.1.1,allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,0.0015858140167081761,1427,0
lift,fields,en,A1.1.1,allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,-0.0019669757828333348,1320,0
lift,fields,en,A1.1.1,allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,-0.001512234315899916,1336,0
lift,fields,en,A1.1.1,allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,0.00039482719092702993,1268,0
lift,fields,en,A1.1.1,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,-0.0004107318001006807,1526,0
lift,fields,en,A1.1.1,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,-0.001317664348910016,1439,0
lift,fields,en,A1.1.1,bigscience/bloom-7b1>bigscience/bloomz-7b1,-0.006366215129767277,1507,0
lift,fields,en,A1.1.1,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,-0.0004954263241501846,1558,0
lift,fields,en,A1.1.1,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,0.00013850036697946042,1492,0
lift,fields,en,A1.1.1,gl198976/mpt-7b>gl198976/mpt-7b-instruct,-0.00245532928005904,1504,0
lift,fields,en,A1.1.1,google/gemma-2-9b>google/gemma-2-9b-it,0.0022479853231107323,1039,0
lift,fields,en,A1.1.1,google/recurrentgemma-9b>google/recurrentgemma-9b-it,0.002681626989476165,1242,0
lift,fields,en,A1.1.1,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,-0.0006485111100068184,1089,0
lift,fields,en,A1.1.1,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,0.0010701803042799012,1416,0
lift,fields,en,A1.1.1,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,-0.000845663081325453,1312,0
lift,fields,en,A1.1.1,internlm/internlm2-base-7b>internlm/internlm2-chat-7b,-0.001701711101857141,1491,0
lift,fields,en,A1.1.1,kakaocorp/kanana-1.5-8b-base>kakaocorp/kanana-1.5-8b-instruct-2505,0.00020974522107932106,697,0
lift,fields,en,A1.1.1,kakaocorp/kanana-2-3b-base>kakaocorp/kanana-2-3b-instruct,-0.00246522088670231,1611,0
lift,fields,en,A1.1.1,llm-jp/llm-jp-3-7.2b>llm-jp/llm-jp-3-7.2b-instruct3,0.002851342601081238,1301,0
lift,fields,en,A1.1.1,m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,0.0017130911987200943,1522,0
lift,fields,en,A1.1.1,m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,0.0016621776713598474,1421,0
lift,fields,en,A1.1.1,meta-llama/Llama-3.1-70B>meta-llama/Llama-3.1-70B-Instruct,0.0013044065770366595,1481,0
lift,fields,en,A1.1.1,meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,-0.0013698356663498863,1512,0
lift,fields,en,A1.1.1,mistralai/Mistral-7B-v0.1>mistralai/Mistral-7B-Instruct-v0.1,0.0009257897351259415,1361,0
lift,fields,en,A1.1.1,openGPT-X/Teuken-7B-base-v0.6>openGPT-X/Teuken-7B-instruct-v0.6,-0.0030649833602910824,1420,0
lift,fields,en,A1.1.1,openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,-0.0004233500221713644,1609,0
lift,fields,en,A1.1.1,stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-1_6b-chat,-0.0008174586761293712,1330,0
lift,fields,en,A1.1.1,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,4.7017032855295e-05,1536,0
lift,fields,en,A1.1.1,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,9.072338716633167e-05,1479,0
lift,fields,en,A1.1.1,tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,0.00044740965475351655,1404,0
lift,fields,en,A1.1.1,tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,-1.453672557686015e-05,1403,0
lift,fields,en,A1.1.1,tiiuae/falcon-7b>tiiuae/falcon-7b-instruct,0.0020801545840182295,1469,0
lift,fields,en,A1.1.1,tiiuae/falcon-mamba-7b>tiiuae/falcon-mamba-7b-instruct,-0.001010118509617606,1525,0
lift,fields,en,A1.1.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,0.0054741904327053345,674,0
lift,fields,en,A1.1.1,zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,0.001127506183927796,1297,0
lift,fields,en,A1.1.2,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,-0.005865499344787219,207,0
