dose,table,lang,target,lineage,slope,n_prompts,match_framed
lift,fields,en,A10+,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,0.22959006184344585,31,0
lift,fields,en,A10+,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,-0.02013893449571596,26,0
lift,fields,en,A10+,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,0.04038930247425635,31,0
lift,fields,en,A10+,meta-llama/Llama-3.1-70B>meta-llama/Llama-3.1-70B-Instruct,0.06552082244779922,25,0
lift,fields,en,A10+,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,0.0407841479566475,57,0
lift,fields,en,A10+,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,-0.03926699755111415,25,0
lift,fields,en,A3+,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,-0.009394585805180261,65,0
lift,fields,en,A3+,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,-0.03862664949533337,56,0
lift,fields,en,A3+,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,0.0225051647396929,65,0
lift,fields,en,A3+,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,0.006642480147596316,84,0
lift,fields,en,A3+,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,-0.0053837157854913515,100,0
lift,fields,en,A3+,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,-0.0064760841326947,67,0
lift,fields,en,A3+,HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,0.016800089693231192,97,0
lift,fields,en,A3+,LLM360/Amber>LLM360/AmberSafe,0.04167108810613068,48,0
lift,fields,en,A3+,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,-0.0030730103478138603,41,0
lift,fields,en,A3+,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,-0.0029867026116907965,51,0
lift,fields,en,A3+,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,0.000761565616766271,91,0
lift,fields,en,A3+,Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,0.015234448778479272,80,0
lift,fields,en,A3+,RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,0.004801603934080245,89,0
lift,fields,en,A3+,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.01087613309958557,66,0
lift,fields,en,A3+,Zyphra/Zamba2-7B>Zyphra/Zamba2-7B-Instruct,0.01388042332420832,76,0
lift,fields,en,A3+,allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,0.022493718387889872,40,0
lift,fields,en,A3+,allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,0.01633463507634337,69,0
lift,fields,en,A3+,allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,0.04408741589590216,50,0
lift,fields,en,A3+,allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,-0.008154633498755807,60,0
lift,fields,en,A3+,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,0.006718208796771781,60,0
lift,fields,en,A3+,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,0.020346058909241804,64,0
lift,fields,en,A3+,bigscience/bloom-7b1>bigscience/bloomz-7b1,-0.028904860929177115,89,0
lift,fields,en,A3+,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,0.005323520370775132,80,0
lift,fields,en,A3+,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,-0.017255905987441523,70,0
lift,fields,en,A3+,gl198976/mpt-7b>gl198976/mpt-7b-instruct,0.008956202827573773,80,0
lift,fields,en,A3+,google/gemma-2-9b>google/gemma-2-9b-it,0.07678496808529031,97,0
lift,fields,en,A3+,google/recurrentgemma-9b>google/recurrentgemma-9b-it,-0.006063480849373807,81,0
lift,fields,en,A3+,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,-0.019671842364663124,73,0
lift,fields,en,A3+,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,0.009579852534121408,68,0
lift,fields,en,A3+,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,0.028506904210289886,67,0
lift,fields,en,A3+,internlm/internlm2-base-7b>internlm/internlm2-chat-7b,-0.009045412772656249,65,0
lift,fields,en,A3+,kakaocorp/kanana-1.5-8b-base>kakaocorp/kanana-1.5-8b-instruct-2505,0.05676250476730264,80,0
lift,fields,en,A3+,kakaocorp/kanana-2-3b-base>kakaocorp/kanana-2-3b-instruct,0.02250145404181464,76,0
lift,fields,en,A3+,llm-jp/llm-jp-3-7.2b>llm-jp/llm-jp-3-7.2b-instruct3,0.05454074223591701,46,0
lift,fields,en,A3+,m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,-0.03940033910518378,61,0
lift,fields,en,A3+,m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,-0.004639200796453952,57,0
lift,fields,en,A3+,meta-llama/Llama-3.1-70B>meta-llama/Llama-3.1-70B-Instruct,0.056294648099842595,58,0
lift,fields,en,A3+,meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,0.0137351411271273,69,0
lift,fields,en,A3+,mistralai/Mistral-7B-v0.1>mistralai/Mistral-7B-Instruct-v0.1,0.0260434925154517,68,0
lift,fields,en,A3+,openGPT-X/Teuken-7B-base-v0.6>openGPT-X/Teuken-7B-instruct-v0.6,-0.04200456747540051,64,0
lift,fields,en,A3+,openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,0.06453424911935664,40,0
lift,fields,en,A3+,stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-1_6b-chat,-0.0038304904099747857,52,0
lift,fields,en,A3+,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,-0.00388006013617529,71,0
lift,fields,en,A3+,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,0.10313535885892858,50,0
lift,fields,en,A3+,tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,0.011690798697943476,78,0
lift,fields,en,A3+,tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,-0.025858326562046483,68,0
lift,fields,en,A3+,tiiuae/falcon-7b>tiiuae/falcon-7b-instruct,-0.008437825114048204,80,0
lift,fields,en,A3+,tiiuae/falcon-mamba-7b>tiiuae/falcon-mamba-7b-instruct,0.028105342729781845,75,0
lift,fields,en,A3+,togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,-0.0067027146773039415,48,0
lift,fields,en,A3+,zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,0.009808536384045644,41,0
lift,fields,en,A9+,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,-0.017358709999635565,123,0
lift,fields,en,A9+,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,-0.023293252533582543,87,0
lift,fields,en,A9+,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,0.03462575808047398,81,0
lift,fields,en,A9+,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,-0.004667466782566347,107,0
lift,fields,en,A9+,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,-0.003930744961445238,108,0
lift,fields,en,A9+,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,-0.015357924065319245,76,0
lift,fields,en,A9+,HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,0.017735182695514152,97,0
lift,fields,en,A9+,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,0.004408883102897907,66,0
lift,fields,en,A9+,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,0.011649880280428675,83,0
lift,fields,en,A9+,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,0.011742216586936827,124,0
