dose,table,lang,target,lineage,slope,n_prompts,match_framed
lift,levels,en,brooke_formality,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,-0.0035304329382510368,141,0
lift,levels,en,brooke_formality,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,-0.0400409407952086,178,0
lift,levels,en,brooke_formality,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,0.04034996669577784,145,0
lift,levels,en,brooke_formality,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,0.004023405000058382,147,0
lift,levels,en,brooke_formality,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,-0.001637530432648939,142,0
lift,levels,en,brooke_formality,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,-0.03425342359776258,116,0
lift,levels,en,brooke_formality,HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,0.006029155746515324,113,0
lift,levels,en,brooke_formality,LLM360/Amber>LLM360/AmberSafe,0.00971857770524867,101,0
lift,levels,en,brooke_formality,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,-0.0676142672689278,92,0
lift,levels,en,brooke_formality,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,0.0029774388939738427,73,0
lift,levels,en,brooke_formality,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,0.031381030638487045,137,0
lift,levels,en,brooke_formality,Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,0.03473644762221702,125,0
lift,levels,en,brooke_formality,RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,0.015212869431845449,146,0
lift,levels,en,brooke_formality,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.018124187767873882,105,0
lift,levels,en,brooke_formality,Zyphra/Zamba2-7B>Zyphra/Zamba2-7B-Instruct,0.004027679603262237,154,0
lift,levels,en,brooke_formality,allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,0.00906620369841384,98,0
lift,levels,en,brooke_formality,allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,0.0012405517151258018,132,0
lift,levels,en,brooke_formality,allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,-0.004669996377588276,117,0
lift,levels,en,brooke_formality,allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,0.041249746371721664,126,0
lift,levels,en,brooke_formality,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,0.06128812251867596,118,0
lift,levels,en,brooke_formality,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,-0.022698256931015806,123,0
lift,levels,en,brooke_formality,bigscience/bloom-7b1>bigscience/bloomz-7b1,0.024503403742806094,107,0
lift,levels,en,brooke_formality,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,-0.08340827740846264,92,0
lift,levels,en,brooke_formality,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,0.0015133715044997782,108,0
lift,levels,en,brooke_formality,gl198976/mpt-7b>gl198976/mpt-7b-instruct,0.003910922544976068,132,0
lift,levels,en,brooke_formality,google/gemma-2-9b>google/gemma-2-9b-it,-0.025959612169656462,142,0
lift,levels,en,brooke_formality,google/recurrentgemma-9b>google/recurrentgemma-9b-it,-0.00628246722285902,128,0
lift,levels,en,brooke_formality,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,-0.015926918519156917,118,0
lift,levels,en,brooke_formality,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,0.005305854692845484,153,0
lift,levels,en,brooke_formality,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,0.08038256522195607,103,0
lift,levels,en,brooke_formality,internlm/internlm2-base-7b>internlm/internlm2-chat-7b,-0.0030647295095894323,155,0
lift,levels,en,brooke_formality,kakaocorp/kanana-1.5-8b-base>kakaocorp/kanana-1.5-8b-instruct-2505,0.02394716346973647,54,0
lift,levels,en,brooke_formality,kakaocorp/kanana-2-3b-base>kakaocorp/kanana-2-3b-instruct,0.03946922751666741,113,0
lift,levels,en,brooke_formality,llm-jp/llm-jp-3-7.2b>llm-jp/llm-jp-3-7.2b-instruct3,0.018294682485364942,103,0
lift,levels,en,brooke_formality,m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,-0.050407178868567284,106,0
lift,levels,en,brooke_formality,m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,0.010056221451411655,93,0
