dose,table,lang,target,med_slope,up,dn,n,p
lift,levels,en,k_bodily_harm_absz,-0.042418152268364595,6,44,50,3.243740565039843e-08
lift,levels,en,k_vulgarity,-0.012730364465017279,6,44,50,3.243740565039843e-08
lift,levels,en,k_vulgarity_absz,-0.03755695923084404,6,44,50,3.243740565039843e-08
lift,levels,en,k_vulgarity_z,-0.037976666153518523,6,44,50,3.243740565039843e-08
lift,levels,en,warriner_arousal_absz,-0.024498628222086104,7,43,50,2.098677427397888e-07
lift,levels,en,k_bodily_harm,-0.03870310407570404,8,42,50,1.163555804595262e-06
lift,levels,en,k_bodily_harm_z,-0.04447707874735345,8,42,50,1.163555804595262e-06
lift,levels,en,k_transgressiveness_absz,-0.028795922369633454,8,42,50,1.163555804595262e-06
lift,levels,en,k_valence_absz,-0.015839368322200585,8,42,50,1.163555804595262e-06
lift,levels,en,k_register_level_absz,-0.008292701610850599,9,41,50,5.614100093254137e-06
lift,levels,en,k_transgressiveness,-0.03074436555014668,9,41,50,5.614100093254137e-06
lift,levels,en,k_transgressiveness_z,-0.03636558782432621,9,41,50,5.614100093254137e-06
lift,levels,en,warriner_valence_extremity_absz,-0.011805854992610262,9,41,50,5.614100093254137e-06
lift,levels,en,brysbaert_concreteness,-0.011025586632289832,10,40,50,2.3861331676755526e-05
lift,levels,en,brysbaert_concreteness_z,-0.010970412015027171,10,40,50,2.3861331676755526e-05
lift,levels,en,k_charge,-0.03608827585904306,10,40,50,2.3861331676755526e-05
lift,levels,en,k_charge_z,-0.03147867490287391,10,40,50,2.3861331676755526e-05
lift,levels,en,k_concreteness,-0.027787137226936306,11,39,50,9.021490107130603e-05
lift,levels,en,k_concreteness_z,-0.01364910734661003,11,39,50,9.021490107130603e-05
lift,levels,en,k_register_level,0.008217743054693007,38,12,50,0.00030586400160359517
lift,levels,en,k_register_level_z,0.009197233660302605,38,12,50,0.00030586400160359517
lift,levels,en,warriner_arousal,-0.024453884530056244,14,36,50,0.0026021714567221466
lift,levels,en,warriner_arousal_z,-0.026867171207300238,14,36,50,0.0026021714567221466
lift,levels,en,warriner_valence_absz,-0.007000622399264903,14,36,50,0.0026021714567221466
lift,levels,en,warriner_valence,0.01971071843844035,35,15,50,0.006600447966810918
lift,levels,en,warriner_valence_z,0.015373854116453835,35,15,50,0.006600447966810918
lift,levels,en,warriner_dominance,0.01566693723543988,34,16,50,0.015346677832630107
lift,levels,en,warriner_dominance_z,0.01669618158344757,34,16,50,0.015346677832630107
lift,levels,en,k_concreteness_absz,-0.00259283408664702,18,32,50,0.06490864707227217
lift,levels,en,k_valence,0.00832758920445982,32,18,50,0.06490864707227217
lift,levels,en,k_valence_z,0.00851223948188437,32,18,50,0.06490864707227217
lift,levels,en,warriner_valence_extremity,-0.004280031294353702,18,32,50,0.06490864707227217
lift,levels,en,warriner_valence_extremity_z,-0.005591359004105159,18,32,50,0.06490864707227217
lift,levels,en,warriner_dominance_absz,-0.004576378830779269,19,31,50,0.11892045255943628
lift,levels,en,brooke_formality,0.003967163772517225,30,20,50,0.20263875106454066
lift,levels,en,brooke_formality_absz,0.0018812922444349132,30,20,50,0.20263875106454066
lift,levels,en,brooke_formality_z,0.004391582198877906,30,20,50,0.20263875106454066
lift,levels,en,brysbaert_concreteness_absz,0.0008847465636911527,29,21,50,0.3222363203575469
lift,levels,en,k_charge_absz,-0.008661726926052275,21,29,50,0.3222363203575469
