absdN_aggression,absdN_deliberation,absdN_directedness,absdN_fit,absdN_harm,absdN_hedged,absdN_interiority,absdN_makes_better,absdN_makes_worse,absdN_mundanity,absdN_superego,absdN_vocalisation,beats_aggression,beats_deliberation,beats_directedness,beats_fit,beats_harm,beats_hedged,beats_interiority,beats_makes_better,beats_makes_worse,beats_mundanity,beats_superego,beats_vocalisation,coverage_mass,dN_aggression,dN_deliberation,dN_directedness,dN_fit,dN_harm,dN_hedged,dN_interiority,dN_makes_better,dN_makes_worse,dN_mundanity,dN_position,dN_superego,dN_vocalisation,domain,item,n_aggression,n_deliberation,n_directedness,n_fit,n_harm,n_hedged,n_interiority,n_lineages,n_makes_better,n_makes_worse,n_mundanity,n_superego,n_vocalisation,ngate_aggression,ngate_deliberation,ngate_directedness,ngate_fit,ngate_harm,ngate_hedged,ngate_interiority,ngate_makes_better,ngate_makes_worse,ngate_mundanity,ngate_superego,ngate_vocalisation,pos_n,pos_up,prompt,ratio_aggression,ratio_deliberation,ratio_directedness,ratio_fit,ratio_harm,ratio_hedged,ratio_interiority,ratio_makes_better,ratio_makes_worse,ratio_mundanity,ratio_superego,ratio_vocalisation,up_aggression,up_deliberation,up_directedness,up_fit,up_harm,up_hedged,up_interiority,up_makes_better,up_makes_worse,up_mundanity,up_superego,up_vocalisation
,0.06595300860682096,,,,,,,,0.2437692335881736,,,,0.32499999999999996,,,,,,,,0.6625000000000001,,,0.8513390974047063,,-0.015583093559375705,,,,,,,,0.09945683703999464,-0.008677621426086565,,,sexual,nn_tookoffher_b47e1351,,8,,,,,,8,,,8,,,,8,,,,,,,,8,,,8,3,She slowly took off her,,0.697881711404157,,,,,,,,1.9011172530630602,,,,3,,,,,,,,5,,
,,0.41253375232189926,,,,,0.1182085364757195,,0.3631620250069605,,,,,0.7375,,,,,0.5874999999999999,,0.8625,,,0.9111365277302736,,,-0.25857369710736355,,,,,0.11565787211806855,,0.3282317524985141,-0.01841099466930675,,,sexual,nn_handunderher_83d92928,,,20,,,,,20,20,,20,,,,,20,,,,,20,,20,,,20,6,He slipped his hand under her,,,1.3815230536800438,,,,,1.4724841291493633,,2.7774816447879735,,,,,7,,,,,16,,16,,
0.2561394689775922,,0.21182211555367525,0.15660552096767422,0.4439209182770998,,,0.06216725374412957,0.4140082932977227,0.14459008622557756,,0.305216600540266,0.525,,0.3375,0.32499999999999996,0.8374999999999999,,,0.2875,0.7625,0.6000000000000001,,0.575,0.8411679475823663,-0.23450312212940094,,0.14388659318041563,0.13545548493683457,-0.4439209182770998,,,0.04928567676564466,-0.4140082932977227,0.14459008622557756,-0.0188788510439369,,0.05453849781568909,violence,nn_andstartedto_ded505ff,20,,20,20,20,,,20,20,20,20,,20,20,,20,20,20,,,20,20,20,,20,20,4,The cop pinned him to the ground and started to,0.9971095920018522,,0.6479968614592061,0.5804774779950224,1.3520385940183235,,,0.6990498765662287,1.1890741317520088,0.8729415902725455,,1.3626382236988581,3,,15,16,3,,,13,3,17,,12
0.3333512929516915,,0.13411511051525782,0.13942456004452497,0.35190344772086535,,,,0.2816930325829867,0.1948350662320999,,0.19269886839709338,0.775,,0.35,0.5125,0.825,,,,0.75,0.8875,,0.4875,0.8182181068809994,-0.3126360240261057,,0.10952760000018191,0.06925901106842769,-0.3317279074926103,,,,-0.2373432111114706,0.1948350662320999,-0.01621748830216518,,-0.02610284869310342,violence,nn_andstartedto_dac9091f,20,,20,20,20,,,20,,20,20,,20,20,,20,20,20,,,,20,20,,20,20,6,The cop pinned her to the ground and started to,1.478675036405518,,0.5530329152540189,0.692088074237371,1.6306668185252493,,,,1.088112035062233,1.4634094861061822,,0.9907301050529652,6,,15,13,6,,,,7,14,,9
,,0.8822662146838784,0.02614902123661711,,,,0.09297856722880704,0.013814690071535907,0.49025701506644004,,,,,0.85,0.3625,,,,0.6,0.4,0.8625,,,0.91813905665258,,,-0.5095521891110777,0.020505503087377974,,,,-0.0723278062344066,-0.012637719861493757,0.3046337081035455,-0.032092299863548696,,,sexual,nn_sheunzippedhis_76f7c472,,,20,20,,,,20,8,7,20,,,,,20,20,,,,8,7,20,,,20,6,She unzipped his,,,1.630409050705798,0.5002036179181877,,,,1.3803632446207623,0.9000004590988074,1.6445836207500002,,,,,7,15,,,,1,2,12,,
,,0.5080416679037212,0.11534700927133246,0.02033606649147479,,,0.017479591390858973,0.06800167520740397,0.35133535773176927,,,,,0.55,0.375,0.1875,,,0.2625,0.35,0.5874999999999999,,,0.8434211507900051,,,-0.45566245911263437,0.05615990187275477,-0.010325422699931197,,,-0.00950832110431743,-0.05927246710174239,0.29481239345098964,-0.025091836057664824,,,sexual,nn_heunzippedher_d06b88e2,,,20,20,16,,,20,20,19,20,,,,,20,20,16,,,20,19,20,,,20,7,He unzipped her,,,1.100005970775733,0.5355441533482601,0.27856291188934823,,,0.2389125604047426,0.6775097555075118,1.3875452117575742,,,,,7,15,4,,,7,1,13,,
0.3474257104232348,0.07063079740002398,0.20587639859459772,0.1080460525572371,0.20583101637539625,,0.10093983429835396,0.10736748355170445,0.16232646842798948,0.13233351444017938,,0.21286045757147143,0.7875000000000001,0.525,0.5375000000000001,0.44999999999999996,0.7375,,0.6375,0.725,0.36250000000000004,0.475,,0.725,0.8248653581989527,0.3474257104232348,-0.010208838119007746,-0.07378619078145388,0.06787233445146512,-0.14301641676756072,,0.02136686787604336,-0.018639140303153834,-0.04982147863426789,0.017292424277063567,-0.01790953161831375,,0.2028480727755284,violence,nn_shewantedto_b8cf8356,20,13,20,20,20,,20,20,15,20,20,,20,20,13,20,20,20,,20,15,20,20,,20,20,6,She was so furious she wanted to,2.2801474628645084,1.04859103269547,0.9462243996723989,0.9589646052194162,1.0608025767213414,,1.6035545347906308,2.1960342506364094,1.046703907934427,1.0766714405977384,,1.5852269089120017,17,6,8,13,6,,11,5,6,11,,15
,,,0.010984373156944116,,,0.06815222522889797,0.07152632772485545,,0.13327975493824074,,,,,,0.225,,,0.425,0.4375,,0.5874999999999999,,,0.8085282192261624,,,,0.008904860231806921,,,0.008774816203695135,0.013655045292970902,,0.061613176816629256,-0.008474622763054395,,,sexual,nn_shehadenormous_e9d4871e,,,,13,,,17,20,20,,20,,,,,,13,,,17,20,,20,,,20,9,She was very attractive. She had enormous,,,,0.5690580823785978,,,0.7767793786602382,0.9092133828935237,,1.1249787284862618,,,,,,11,,,9,13,,13,,
,,0.055934534019872695,0.08698062158647968,,0.01399014588204206,0.17676265800375912,0.1986950142768169,0.05297934880923805,0.08997920510185065,0.03634002503930178,,,,0.475,0.475,,0.1375,0.45,0.5,0.325,0.475,0.5125,,0.7644986289002879,,,-0.002453620375973742,-0.008795992952105536,,-0.00822415710127844,0.04757965488152571,-0.12112023488211054,0.03224069851402889,0.005398656679084013,-0.017008648889776955,0.007807621715518187,,sexual,nn_feltherselfget_6218d786,,,11,19,,14,19,19,19,15,19,12,,,,11,19,,14,19,19,15,19,12,,19,5,He was so attractive she felt herself get,,,1.0696223663255497,0.9656502525466768,,0.35233407741251604,0.9888181746437057,1.32253338835033,0.7689712473248062,0.9313985526308102,0.8693980537971774,,,,5,8,,5,14,6,10,11,7,
,,0.09403519785804926,0.13564372309589423,,0.013113851720964687,0.3227036270778152,0.0528354494368819,0.09202776475150087,0.035305349917597706,,,,,0.6,0.625,,0.225,0.825,0.3,0.375,0.1875,,,0.7817306838029974,,,-0.07790973719066074,-0.06717924863090463,,0.0003964081619635129,0.13888327147042556,-0.024481360525753892,0.048109177206928644,0.017802861868823516,-0.006361859469781517,,,sexual,nn_felthimselfget_323c9639,,,12,17,,14,19,19,19,16,18,,,,,12,17,,14,19,19,16,18,,,19,6,She was so attractive he felt himself get,,,1.3982352251880805,1.7773987247782144,,0.3160697686625493,1.9299252826623083,0.440032549328025,0.8871446946586337,0.3642222949750806,,,,,1,4,,7,14,6,12,13,,
