source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
E3-,Calm/Violent/Angry [-],I3.2,Work and employmeny: Professionalism,18,28,16,2.2588,2.1267,0.184933,fine,32
E3-,Calm/Violent/Angry [-],G2.1,"Crime, law and order: Law and order",35,48,194,1.9583,1.8991,0.00208811,fine,32
E3-,Calm/Violent/Angry [-],N5+,Quantities [+],37,48,246,1.9308,2.2481,0.000222245,fine,32
L1-,Life and living things [-],A12-,Easy/difficult [-],32,43,56,1.9202,3.1916,0.00191396,fine,32
E3-,Calm/Violent/Angry [-],A7-,Definite (+ modals) [-],32,42,76,1.9168,2.4756,0.000940674,fine,32
E3-,Calm/Violent/Angry [-],S9,Religion and the supernatural,33,46,102,1.9158,1.9309,0.00453386,fine,32
E3-,Calm/Violent/Angry [-],H1c,Architecture and kinds of houses and buildings [c],16,26,14,1.8759,1.5354,0.32694,fine,32
L1-,Life and living things [-],S6-,Obligation and necessity [-],26,40,27,1.6425,1.6182,0.0806905,fine,32
E3-,Calm/Violent/Angry [-],A5.2+,Evaluation:- True/false [+],27,45,49,1.6328,2.6045,0.232693,fine,32
E3-,Calm/Violent/Angry [-],T1,Time,31,45,128,1.6310,1.6726,0.0160944,fine,32
L1-,Life and living things [-],X2.3+,Learn [+],33,43,90,1.6303,3.0165,0.000606107,fine,32
E3-,Calm/Violent/Angry [-],N3.8,Measurement: Speed,19,30,31,1.5957,2.0421,0.200488,fine,32
E3-,Calm/Violent/Angry [-],X3.4+,Sensory:- Sight [+],33,45,105,1.5906,2.2946,0.0024589,fine,32
E3-,Calm/Violent/Angry [-],A1.3+,Caution [+],37,48,167,1.5902,2.5028,0.000222245,fine,32
E3-,Calm/Violent/Angry [-],E3+,Calm/Violent/Angry [+],39,49,240,1.5275,2.4925,3.84591e-05,fine,32
E3-,Calm/Violent/Angry [-],X2.5+,Understand [+],31,45,126,1.5209,1.8709,0.0160944,fine,32
E3-,Calm/Violent/Angry [-],P1,Education in general,34,49,152,1.5140,1.9921,0.00939924,fine,32
E3-,Calm/Violent/Angry [-],H1,Architecture and kinds of houses and buildings,30,47,161,1.4713,1.3376,0.0789407,fine,32
E3-,Calm/Violent/Angry [-],L2mfn,Living creatures generally [mfn],26,48,42,1.4545,1.5855,0.665466,fine,32
E3-,Calm/Violent/Angry [-],Q3,"Language, speech and grammar",30,46,83,1.4215,1.7169,0.054076,fine,32
E3-,Calm/Violent/Angry [-],I2.2,Business: Selling,36,48,220,1.4199,1.2711,0.00071727,fine,32
E3-,Calm/Violent/Angry [-],Q2.1,Speech etc:- Communicative,41,49,800,1.4144,1.6180,1.96465e-06,fine,32
E3-,Calm/Violent/Angry [-],S5+,Groups and affiliation [+],24,45,95,1.3596,1.4759,0.765992,fine,32
E3-,Calm/Violent/Angry [-],B4,Cleaning and personal care,28,47,142,1.3562,0.9838,0.24296,fine,32
E3-,Calm/Violent/Angry [-],K2,Music and related activities,31,48,121,1.3491,1.7909,0.0594634,fine,32
E3-,Calm/Violent/Angry [-],F4,Farming & Horticulture,27,44,79,1.3469,1.8089,0.174171,fine,32
L1-,Life and living things [-],M8,Remaining/stationary,29,48,284,1.3264,2.0378,0.193413,fine,32
L1-,Life and living things [-],A15+,Safety/Danger [+],32,48,76,1.3075,2.0820,0.0293049,fine,32
L1-,Life and living things [-],Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",31,48,232,1.2996,2.4072,0.0594634,fine,32
E3-,Calm/Violent/Angry [-],O4.4,Shape,34,48,389,1.2970,1.5040,0.0055152,fine,32
E3-,Calm/Violent/Angry [-],I1.3,Money: Price,32,48,90,1.2956,1.3880,0.0293049,fine,32
E3-,Calm/Violent/Angry [-],T2-,Time: Beginning and ending [-],34,49,330,1.2911,1.5452,0.00939924,fine,32
L1-,Life and living things [-],A2.2,Affect:- Cause/Connected,32,48,243,1.2784,2.1807,0.0293049,fine,32
E3-,Calm/Violent/Angry [-],A1.5.2+,Usefulness [+],28,45,44,1.2718,2.4304,0.135156,fine,32
E3-,Calm/Violent/Angry [-],X5.2+,Interest/boredom/excited/energetic [+],30,46,96,1.2711,1.6688,0.054076,fine,32
E3-,Calm/Violent/Angry [-],E4.2+,Happy/sad: Contentment [+],23,41,31,1.2709,1.5027,0.532709,fine,32
L1-,Life and living things [-],T1.2,Time: Momentary,21,39,26,1.2698,2.6643,0.749259,fine,32
E3-,Calm/Violent/Angry [-],S8+,Helping/hindering [+],33,49,368,1.2697,1.5909,0.0212941,fine,32
E3-,Calm/Violent/Angry [-],X2.2+,Knowledge [+],29,49,233,1.2679,1.2891,0.25287,fine,32
E3-,Calm/Violent/Angry [-],X2.3+,Learn [+],21,35,31,1.2653,1.3784,0.310505,fine,32
E3-,Calm/Violent/Angry [-],I1.1,Money: Affluence,26,47,113,1.2629,1.4120,0.560065,fine,32
E3-,Calm/Violent/Angry [-],M1,"Moving, coming and going",34,49,946,1.2625,1.2073,0.00939924,fine,32
E3-,Calm/Violent/Angry [-],N3.8+,Measurement: Speed [+],33,49,525,1.2527,1.5705,0.0212941,fine,32
L1-,Life and living things [-],T3,"Time: Old, new and young; age",14,26,21,1.2468,2.3433,0.845019,fine,32
L1-,Life and living things [-],H1,Architecture and kinds of houses and buildings,30,46,163,1.2459,1.5979,0.054076,fine,32
E3-,Calm/Violent/Angry [-],A5.4-,Evaluation:- Authenticity [-],24,44,109,1.2457,1.1941,0.651588,fine,32
E3-,Calm/Violent/Angry [-],S4,Kin,25,45,64,1.2406,0.5491,0.551484,fine,32
E3-,Calm/Violent/Angry [-],A2.1,"Affect:- Modify, change",27,48,316,1.2405,1.7239,0.470879,fine,32
E3-,Calm/Violent/Angry [-],T1.1.2,Time: General: Present; simultaneous,28,49,191,1.2382,1.6068,0.391603,fine,32
L1-,Life and living things [-],B4,Cleaning and personal care,29,45,105,1.2345,2.0459,0.0724543,fine,32
E3-,Calm/Violent/Angry [-],A1.5.1,Using,33,49,339,1.2345,1.3131,0.0212941,fine,32
E3-,Calm/Violent/Angry [-],K1,Entertainment generally,28,49,216,1.2305,1.7199,0.391603,fine,32
E3-,Calm/Violent/Angry [-],B5-,Clothes and personal belongings [-],27,47,59,1.2300,0.9967,0.381693,fine,32
E3-,Calm/Violent/Angry [-],X2.4,"Investigate, examine, test, search",32,49,344,1.2266,1.8469,0.0443842,fine,32
E3-,Calm/Violent/Angry [-],N4,Linear order,30,49,595,1.2242,0.9322,0.152408,fine,32
L1-,Life and living things [-],X2.5+,Understand [+],30,46,122,1.2214,2.9122,0.054076,fine,32
E3-,Calm/Violent/Angry [-],E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",29,48,123,1.2180,1.7742,0.193413,fine,32
L1-,Life and living things [-],E3+,Calm/Violent/Angry [+],27,46,108,1.2150,2.7276,0.301996,fine,32
E3-,Calm/Violent/Angry [-],M2,"Putting, taking, pulling, pushing, transporting &c.",37,49,931,1.2132,1.1373,0.000469757,fine,32
L1-,Life and living things [-],A4.2+,Particular/general; detail [+],20,35,112,1.2119,2.2335,0.49956,fine,32
L1-,Life and living things [-],S7.4-,Permission [-],15,27,10,1.2109,1.7777,0.701108,fine,32
E3-,Calm/Violent/Angry [-],N5.1+c,Entirety; maximum [+c],21,37,45,1.2027,1.6110,0.511376,fine,32
E3-,Calm/Violent/Angry [-],S1.2.4+,Politeness [+],28,48,125,1.1999,1.6589,0.312327,fine,32
L1-,Life and living things [-],I1.2,Money: Debts,32,49,161,1.1978,1.8224,0.0443842,fine,32
E3-,Calm/Violent/Angry [-],A5,Evaluation,19,33,27,1.1968,3.0016,0.48685,fine,32
L1-,Life and living things [-],A1.3+,Caution [+],23,38,58,1.1968,2.6460,0.255875,fine,32
L1-,Life and living things [-],P1,Education in general,29,47,132,1.1938,2.2778,0.143865,fine,32
E3-,Calm/Violent/Angry [-],X4.1,Mental object:- Conceptual object,23,40,108,1.1937,1.7965,0.429591,fine,32
