source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
L1-,Life and living things [-],S6-,Obligation and necessity [-],27,39,27,2.4107,1.7713,0.0237027,fine,32
E3-,Calm/Violent/Angry [-],H1c,Architecture and kinds of houses and buildings [c],16,25,14,2.0647,1.7285,0.229523,fine,32
E3-,Calm/Violent/Angry [-],S9,Religion and the supernatural,31,46,79,1.9053,2.4061,0.0258961,fine,32
E3-,Calm/Violent/Angry [-],N3.8,Measurement: Speed,20,30,31,1.8119,2.6149,0.0987371,fine,32
L1-,Life and living things [-],X2.3+,Learn [+],32,43,90,1.8049,3.0406,0.00191396,fine,32
L1-,Life and living things [-],Q3,"Language, speech and grammar",23,38,40,1.8046,2.7855,0.255875,fine,32
E3-,Calm/Violent/Angry [-],I3.2,Work and employmeny: Professionalism,17,26,15,1.7470,1.7946,0.168638,fine,32
E3-,Calm/Violent/Angry [-],G2.1,"Crime, law and order: Law and order",39,48,189,1.6619,1.9539,1.52218e-05,fine,32
E3-,Calm/Violent/Angry [-],I1.3,Money: Price,32,48,88,1.6614,1.4507,0.0293049,fine,32
E3-,Calm/Violent/Angry [-],Q3,"Language, speech and grammar",28,46,82,1.6551,1.9801,0.183925,fine,32
E3-,Calm/Violent/Angry [-],P1,Education in general,33,49,132,1.6548,1.9202,0.0212941,fine,32
E3-,Calm/Violent/Angry [-],S1.1.3+,Participation [+],21,36,29,1.6470,1.9711,0.405032,fine,32
E3-,Calm/Violent/Angry [-],I1.1,Money: Affluence,29,46,97,1.6187,1.6842,0.103805,fine,32
E3-,Calm/Violent/Angry [-],S1.2.4+,Politeness [+],33,47,118,1.5780,2.0765,0.00794273,fine,32
E3-,Calm/Violent/Angry [-],X2.3+,Learn [+],20,34,30,1.5600,1.7350,0.391528,fine,32
E3-,Calm/Violent/Angry [-],N5+,Quantities [+],35,48,160,1.5529,2.3596,0.00208811,fine,32
E3-,Calm/Violent/Angry [-],A5,Evaluation,21,32,26,1.5383,2.7900,0.110184,fine,32
E3-,Calm/Violent/Angry [-],E3+,Calm/Violent/Angry [+],36,49,238,1.5302,2.5134,0.00140269,fine,32
E3-,Calm/Violent/Angry [-],A2.1,"Affect:- Modify, change",29,48,230,1.5299,1.9416,0.193413,fine,32
E3-,Calm/Violent/Angry [-],A5.2+,Evaluation:- True/false [+],30,45,47,1.5205,3.0059,0.0356978,fine,32
L1-,Life and living things [-],A11.1+,Importance: Important [+],18,28,25,1.5152,2.4626,0.184933,fine,32
E3-,Calm/Violent/Angry [-],X3.4+,Sensory:- Sight [+],31,45,104,1.4947,2.3338,0.0160944,fine,32
E3-,Calm/Violent/Angry [-],Q2.1,Speech etc:- Communicative,42,49,778,1.4918,1.6516,3.62458e-07,fine,32
E3-,Calm/Violent/Angry [-],S8+,Helping/hindering [+],32,49,325,1.4534,1.9870,0.0443842,fine,32
E3-,Calm/Violent/Angry [-],X2.5+,Understand [+],32,45,125,1.4413,2.0933,0.00660882,fine,32
L1-,Life and living things [-],A5.1+,Evaluation:- Good/bad [+],30,43,93,1.4406,2.3728,0.0137182,fine,32
E3-,Calm/Violent/Angry [-],S1.1.1,"SOCIAL ACTIONS, STATES AND PROCESSES",32,48,122,1.4393,2.4551,0.0293049,fine,32
L1-,Life and living things [-],A4.2+,Particular/general; detail [+],18,30,104,1.4249,2.9132,0.361595,fine,32
E3-,Calm/Violent/Angry [-],A1.5.1,Using,33,49,329,1.4098,1.4200,0.0212941,fine,32
L1-,Life and living things [-],P1,Education in general,33,46,128,1.3972,2.8109,0.00453386,fine,32
E3-,Calm/Violent/Angry [-],A7-,Definite (+ modals) [-],33,42,76,1.3968,2.8457,0.000271539,fine,32
L1-,Life and living things [-],Q1.2,Paper documents and writing,30,49,298,1.3927,2.0620,0.152408,fine,32
L1-,Life and living things [-],X4.2,"Mental object:- Means, method",17,27,13,1.3734,2.7194,0.247789,fine,32
L1-,Life and living things [-],I2.2,Business: Selling,31,48,167,1.3708,1.8525,0.0594634,fine,32
E3-,Calm/Violent/Angry [-],S3.2,Relationship: Intimate/sexual,30,49,198,1.3692,1.0580,0.152408,fine,32
E3-,Calm/Violent/Angry [-],X2.2+,Knowledge [+],28,47,190,1.3663,1.5255,0.24296,fine,32
E3-,Calm/Violent/Angry [-],A1.3+,Caution [+],35,48,163,1.3624,2.5903,0.00208811,fine,32
L1-,Life and living things [-],H1,Architecture and kinds of houses and buildings,28,45,131,1.3592,1.7551,0.135156,fine,32
L1-,Life and living things [-],Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",35,48,212,1.3590,2.4534,0.00208811,fine,32
E3-,Calm/Violent/Angry [-],T1,Time,28,45,118,1.3537,1.2891,0.135156,fine,32
E3-,Calm/Violent/Angry [-],A5.4-,Evaluation:- Authenticity [-],25,44,108,1.3535,1.2042,0.451381,fine,32
E3-,Calm/Violent/Angry [-],X4.1,Mental object:- Conceptual object,23,39,97,1.3531,1.8498,0.336784,fine,32
E3-,Calm/Violent/Angry [-],X2.4,"Investigate, examine, test, search",35,49,324,1.3434,2.1417,0.00380165,fine,32
L1-,Life and living things [-],X2.5+,Understand [+],34,46,122,1.3430,3.2895,0.00164149,fine,32
E3-,Calm/Violent/Angry [-],Q1.2,Paper documents and writing,34,49,439,1.3299,1.3623,0.00939924,fine,32
L1-,Life and living things [-],M8,Remaining/stationary,30,48,282,1.3292,2.1487,0.111403,fine,32
E3-,Calm/Violent/Angry [-],L2mfn,Living creatures generally [mfn],24,44,35,1.3260,1.7319,0.651588,fine,32
E3-,Calm/Violent/Angry [-],A5.1+,Evaluation:- Good/bad [+],23,42,165,1.3229,0.9249,0.643969,fine,32
E3-,Calm/Violent/Angry [-],Q2.2,Speech acts,39,49,842,1.3153,1.4375,3.84591e-05,fine,32
E3-,Calm/Violent/Angry [-],K2,Music and related activities,34,48,119,1.3024,1.8612,0.0055152,fine,32
E3-,Calm/Violent/Angry [-],N3.8+,Measurement: Speed [+],33,49,510,1.3020,1.7445,0.0212941,fine,32
E3-,Calm/Violent/Angry [-],N3.8-,Measurement: Speed [-],26,44,169,1.2959,1.3613,0.291215,fine,32
E3-,Calm/Violent/Angry [-],O4.4,Shape,31,48,365,1.2943,1.5422,0.0594634,fine,32
L1-,Life and living things [-],S5+,Groups and affiliation [+],26,44,61,1.2842,2.8760,0.291215,fine,32
L1-,Life and living things [-],X3.4+,Sensory:- Sight [+],23,35,44,1.2837,3.5111,0.0895311,fine,32
E3-,Calm/Violent/Angry [-],B4,Cleaning and personal care,27,47,139,1.2785,1.2198,0.381693,fine,32
E3-,Calm/Violent/Angry [-],K1,Entertainment generally,29,49,197,1.2693,2.0503,0.25287,fine,32
E3-,Calm/Violent/Angry [-],T2-,Time: Beginning and ending [-],35,49,325,1.2689,1.6109,0.00380165,fine,32
L1-,Life and living things [-],A2.2,Affect:- Cause/Connected,34,48,185,1.2650,2.3695,0.0055152,fine,32
L1-,Life and living things [-],Q2.2,Speech acts,38,49,593,1.2646,2.6096,0.000141971,fine,32
E3-,Calm/Violent/Angry [-],X5.2+,Interest/boredom/excited/energetic [+],30,45,94,1.2622,1.9066,0.0356978,fine,32
E3-,Calm/Violent/Angry [-],A8,Seem,34,49,408,1.2587,1.3285,0.00939924,fine,32
E3-,Calm/Violent/Angry [-],Q1.1,"LINGUISTIC ACTIONS, STATES AND PROCESSES; COMMUNICATION",35,48,281,1.2514,1.3738,0.00208811,fine,32
E3-,Calm/Violent/Angry [-],T2+,Time: Beginning and ending [+],32,49,603,1.2483,1.4569,0.0443842,fine,32
E3-,Calm/Violent/Angry [-],F2,Drinks,26,46,91,1.2430,0.9561,0.461391,fine,32
L1-,Life and living things [-],B4,Cleaning and personal care,29,45,103,1.2313,2.2765,0.0724543,fine,32
L1-,Life and living things [-],E3+,Calm/Violent/Angry [+],25,44,106,1.2275,2.6469,0.451381,fine,32
E3-,Calm/Violent/Angry [-],M1,"Moving, coming and going",37,49,924,1.2270,1.4001,0.000469757,fine,32
E3-,Calm/Violent/Angry [-],N5.1+c,Entirety; maximum [+c],19,37,45,1.2260,1.6105,1,fine,32
E3-,Calm/Violent/Angry [-],T1.1.2,Time: General: Present; simultaneous,14,25,23,1.2242,1.5302,0.690038,fine,32
L1-,Life and living things [-],S8+,Helping/hindering [+],34,49,249,1.2174,2.6014,0.00939924,fine,32
L1-,Life and living things [-],M1,"Moving, coming and going",34,49,624,1.2164,2.1829,0.00939924,fine,32
E3-,Calm/Violent/Angry [-],E4.2+,Happy/sad: Contentment [+],23,41,30,1.2163,1.6499,0.532709,fine,32
L1-,Life and living things [-],S1.1.2+,Reciprocity [+],31,48,133,1.2136,2.9876,0.0594634,fine,32
L1-,Life and living things [-],O3,Electricity and electrical equipment,15,26,14,1.2080,2.3676,0.557197,fine,32
E3-,Calm/Violent/Angry [-],X4.2,"Mental object:- Means, method",18,34,36,1.2031,1.0068,0.864166,fine,32
E3-,Calm/Violent/Angry [-],S7.2+,Respect [+],24,40,58,1.2010,1.9771,0.268187,fine,32
L1-,Life and living things [-],E4.1+,Happy/sad: Happy [+],29,46,165,1.1998,2.2916,0.103805,fine,32
E3-,Calm/Violent/Angry [-],X6+,Deciding [+],26,46,151,1.1992,1.3752,0.461391,fine,32
L1-,Life and living things [-],A1.9,Avoiding,32,47,69,1.1973,3.3057,0.0186238,fine,32
L1-,Life and living things [-],T3+,"Time: Old, new and young; age [+]",15,29,13,1.1964,2.1974,1,fine,32
E3-,Calm/Violent/Angry [-],Z1mf,Personal names [mf],27,46,124,1.1948,1.0902,0.301996,fine,32
E3-,Calm/Violent/Angry [-],X5.1+,Attention [+],22,36,47,1.1868,2.0108,0.242985,fine,32
L1-,Life and living things [-],A15+,Safety/Danger [+],30,48,72,1.1858,2.2210,0.111403,fine,32
L1-,Life and living things [-],C1,Arts and crafts,26,48,123,1.1849,2.0362,0.665466,fine,32
L1-,Life and living things [-],X5.1-,Attention [-],29,44,72,1.1770,3.0268,0.0487668,fine,32
L1-,Life and living things [-],A7-,Definite (+ modals) [-],16,29,22,1.1768,3.1098,0.711071,fine,32
L1-,Life and living things [-],G2.1,"Crime, law and order: Law and order",27,49,111,1.1753,1.7934,0.568172,fine,32
L1-,Life and living things [-],S1.2.4+,Politeness [+],23,44,76,1.1744,2.2773,0.880396,fine,32
E3-,Calm/Violent/Angry [-],A9-,Getting and giving; possession [-],27,48,626,1.1694,1.3044,0.470879,fine,32
L1-,Life and living things [-],X2.4,"Investigate, examine, test, search",28,47,194,1.1683,3.2115,0.24296,fine,32
L1-,Life and living things [-],X5.1+,Attention [+],21,35,41,1.1579,3.5244,0.310505,fine,32
E3-,Calm/Violent/Angry [-],A4.1,"Generally kinds, groups, examples",23,45,68,1.1569,1.8801,1,fine,32
E3-,Calm/Violent/Angry [-],M2,"Putting, taking, pulling, pushing, transporting &c.",39,49,915,1.1557,1.2750,3.84591e-05,fine,32
E3-,Calm/Violent/Angry [-],A10+,Open/closed; Hiding/Hidden; Finding; Showing [+],29,49,555,1.1482,1.5530,0.25287,fine,32
L1-,Life and living things [-],A2.1+,"Affect:- Modify, change [+]",31,49,290,1.1450,2.3209,0.0854331,fine,32
L1-,Life and living things [-],G2.2-,General ethics [-],31,47,113,1.1333,2.1287,0.0399861,fine,32
L1-,Life and living things [-],X3.2++,Sensory:- Sound [++],29,48,149,1.1332,2.7516,0.193413,fine,32
E3-,Calm/Violent/Angry [-],N4,Linear order,30,49,580,1.1305,1.1459,0.152408,fine,32
L1-,Life and living things [-],T2+,Time: Beginning and ending [+],32,49,389,1.1256,2.3425,0.0443842,fine,32
L1-,Life and living things [-],A1.3+,Caution [+],24,37,58,1.1222,3.4886,0.0988717,fine,32
L1-,Life and living things [-],I1.3,Money: Price,28,46,45,1.1216,2.2098,0.183925,fine,32
L1-,Life and living things [-],O4.4,Shape,27,46,196,1.1178,2.1984,0.301996,fine,32
L1-,Life and living things [-],I1.2,Money: Debts,30,49,157,1.1153,1.9339,0.152408,fine,32
L1-,Life and living things [-],A9-,Getting and giving; possession [-],28,49,426,1.1138,1.9726,0.391603,fine,32
E3-,Calm/Violent/Angry [-],X7+,Wanting; planning; choosing [+],30,49,395,1.1080,1.4535,0.152408,fine,32
E3-,Calm/Violent/Angry [-],A10-,Open/closed; Hiding/Hidden; Finding; Showing [-],29,48,412,1.1073,1.3251,0.193413,fine,32
L1-,Life and living things [-],X3.1,Sensory:- Taste,22,37,22,1.1057,2.2549,0.324009,fine,32
E3-,Calm/Violent/Angry [-],X3.2-,Sensory:- Sound [-],27,47,363,1.1045,2.0766,0.381693,fine,32
E3-,Calm/Violent/Angry [-],X3.2++,Sensory:- Sound [++],29,49,256,1.1027,1.5178,0.25287,fine,32
E3-,Calm/Violent/Angry [-],E1,"EMOTIONAL ACTIONS, STATES AND PROCESSES General",29,48,117,1.0938,2.0098,0.193413,fine,32
E3-,Calm/Violent/Angry [-],A2.1+,"Affect:- Modify, change [+]",29,49,368,1.0897,1.4911,0.25287,fine,32
L1-,Life and living things [-],T2++,Time: Beginning and ending [++],25,48,190,1.0880,1.9272,0.885433,fine,32
L1-,Life and living things [-],I3.1-,Work and employment: Generally [-],29,48,131,1.0822,1.7985,0.193413,fine,32
L1-,Life and living things [-],A6.1+,Comparing:- Similar/different [+],24,44,119,1.0788,1.6618,0.651588,fine,32
L1-,Life and living things [-],X7+,Wanting; planning; choosing [+],31,48,220,1.0759,2.3596,0.0594634,fine,32
E3-,Calm/Violent/Angry [-],A1.7-,Constraint [-],25,47,210,1.0758,1.3982,0.770867,fine,32
E3-,Calm/Violent/Angry [-],S1.1.2+,Reciprocity [+],24,46,112,1.0751,1.4806,0.882996,fine,32
L1-,Life and living things [-],A1.7-,Constraint [-],27,48,179,1.0690,2.5153,0.470879,fine,32
L1-,Life and living things [-],S7.4-,Permission [-],14,27,10,1.0690,1.4318,1,fine,32
E3-,Calm/Violent/Angry [-],A1.5.2+,Usefulness [+],21,42,38,1.0678,2.2496,1,fine,32
E3-,Calm/Violent/Angry [-],I2.2,Business: Selling,26,47,170,1.0668,0.9193,0.560065,fine,32
E3-,Calm/Violent/Angry [-],L1+,Life and living things [+],21,41,47,1.0630,0.8121,1,fine,32
L1-,Life and living things [-],S1.1.3+,Participation [+],20,38,40,1.0606,1.9569,0.871415,fine,32
E3-,Calm/Violent/Angry [-],A1.1.1,"General actions, making etc.",30,49,904,1.0564,1.2930,0.152408,fine,32
E3-,Calm/Violent/Angry [-],B5-,Clothes and personal belongings [-],24,47,58,1.0515,1.2449,1,fine,32
L1-,Life and living things [-],A1.1.2,Damaging and destroying,27,49,358,1.0514,2.0581,0.568172,fine,32
L1-,Life and living things [-],A1.1.1,"General actions, making etc.",34,49,617,1.0447,2.5142,0.00939924,fine,32
E3-,Calm/Violent/Angry [-],X3.4,Sensory:- Sight,26,48,529,1.0372,1.6134,0.665466,fine,32
L1-,Life and living things [-],E4.1-,Happy/sad: Happy [-],26,49,224,1.0372,1.3368,0.77545,fine,32
L1-,Life and living things [-],A1.5.1,Using,27,47,267,1.0361,1.9940,0.381693,fine,32
E3-,Calm/Violent/Angry [-],C1,Arts and crafts,24,48,191,1.0338,1.1574,1,fine,32
E3-,Calm/Violent/Angry [-],S5+,Groups and affiliation [+],24,45,93,1.0330,1.6063,0.765992,fine,32
L1-,Life and living things [-],T2-,Time: Beginning and ending [-],26,49,264,1.0289,2.1185,0.77545,fine,32
L1-,Life and living things [-],A2.1,"Affect:- Modify, change",25,48,158,1.0278,2.0348,0.885433,fine,32
E3-,Calm/Violent/Angry [-],S1.1.3-,Participation [-],22,43,96,1.0240,0.8250,1,fine,32
L1-,Life and living things [-],A9+,Getting and giving; possession [+],26,49,577,1.0227,1.8837,0.77545,fine,32
E3-,Calm/Violent/Angry [-],N5-,Quantities [-],25,47,56,1.0227,1.3504,0.770867,fine,32
L1-,Life and living things [-],X8+,Trying [+],25,49,268,1.0203,1.4010,1,fine,32
L1-,Life and living things [-],L3,Plants,15,30,40,1.0181,1.7794,1,fine,32
L1-,Life and living things [-],X2.1,"Thought, belief",27,49,276,1.0176,2.4886,0.568172,fine,32
L1-,Life and living things [-],M5,Aircraft and flying,22,43,63,1.0173,1.0713,1,fine,32
E3-,Calm/Violent/Angry [-],A1.7+,Constraint [+],25,48,316,1.0098,1.5474,0.885433,fine,32
E3-,Calm/Violent/Angry [-],B5,Clothes and personal belongings,25,49,156,1.0082,1.3126,1,fine,32
L1-,Life and living things [-],X2.6-,Expect [-],13,26,31,1.0074,2.6572,1,fine,32
L1-,Life and living things [-],A5.2+,Evaluation:- True/false [+],23,43,68,1.0024,2.7172,0.760792,fine,32
L1-,Life and living things [-],G1.1,Government etc.,19,37,19,1.0023,2.4305,1,fine,32
L1-,Life and living things [-],A12-,Easy/difficult [-],16,32,35,1.0015,1.6189,1,fine,32
E3-,Calm/Violent/Angry [-],F4,Farming & Horticulture,22,44,71,0.9949,1.0534,1,fine,32
